GRPwgt,GRPstrat,GRPpsu,WGTFLAG,FinalWgt,Year,State,SchoolType,RegionName,RegionNumber,SCHOOL,CR1,CR2,CR3,CR4,CR5,OMR6,OMR7,OMR8,OMR9,CR10,CR11,OMR12,OMR13,CR13,CR14,CR15,CR16,CR17,CR18,CR19,CR20,CR21,CR22,CR23,CR24,CR25,CR26,CR27,CR28,CR29,CR30,CR31,CR32,CR33,CR34,CR35,CR36,CR37,CR38,CR39,CR40,CR41,CR42,CR43,CR44,CR45,CR46,CR47,CR48,CR49,CR50,CR51,CR52,OMR54,OMR55,OMR56,OMR57,OMR58,OMR59,OMR60,OMR61,OMR62,OMR63,OMR64,OMR65,OMR66,OMR67,OMR68,OMR69,OMR70,OMR71,OMR72,OMR73,OMR74,OMR75,CR54,CR55,OMR78,OMR79,Stratum,PSU
78.45865527,200701014,28,W,78.45865527,2007,OM,All Schools,National,1,513,2,1,1,1,1,1,1,1,1,1,2,2,1,1,1,1,1,1,1,3,2,1,2,2,2,,4,1,3,3,4,4,1,1,1,1,1,1,1,1,1,1,2,2,2,3,1,3,3,2,1,1,2,2,1,2,1,1,1,1,1,1,1,4,3,2,1,1,1,1,1,1,1,1,1,7,1,1,4,200701014,28
78.45865527,200701014,28,W,78.45865527,2007,OM,All Schools,National,1,513,2,1,1,1,1,1,1,1,1,1,2,2,1,1,1,1,1,1,1,4,1,1,2,1,1,2,4,1,3,6,1,4,1,1,1,1,1,1,7,3,2,1,2,2,2,2,1,2,2,2,1,2,1,,1,2,1,1,1,1,1,1,1,4,3,2,1,1,1,1,1,1,1,1,1,6,1,1,4,200701014,28
78.45865527,200701014,28,W,78.45865527,2007,OM,All Schools,National,1,513,2,1,1,1,1,1,1,1,1,1,2,2,1,1,1,1,2,1,1,1,1,1,1,2,2,2,4,3,2,2,1,4,1,2,1,1,1,1,1,1,1,2,1,2,2,4,3,1,1,2,2,2,3,1,2,2,1,1,1,1,1,1,1,4,3,2,1,1,1,1,1,1,1,1,1,6,1,1,4,200701014,28
78.45865527,200701014,28,W,78.45865527,2007,OM,All Schools,National,1,513,2,1,1,1,1,1,1,1,1,1,2,2,1,1,1,1,2,1,1,1,1,1,2,2,2,1,4,1,3,3,4,4,1,1,1,1,1,1,1,1,1,1,2,2,2,1,1,1,3,2,1,3,1,4,3,2,1,1,1,1,1,1,1,4,2,2,1,1,1,1,1,1,1,1,1,7,1,1,4,200701014,28
78.45865527,200701014,28,W,78.45865527,2007,OM,All Schools,National,1,513,2,1,1,1,1,1,1,1,1,1,2,2,1,1,1,1,2,1,1,1,2,2,2,2,2,2,4,1,1,1,3,3,1,1,1,1,1,1,1,1,1,1,3,2,2,3,2,1,1,2,1,3,1,6,1,2,1,1,1,1,1,1,1,4,2,2,1,1,1,1,1,1,1,1,1,5,1,1,4,200701014,28
78.45865527,200701014,28,W,78.45865527,2007,OM,All Schools,National,1,513,2,1,1,1,1,1,1,1,1,1,2,2,1,1,1,1,2,1,1,1,2,2,3,3,3,3,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,3,4,4,2,4,3,3,4,2,2,2,2,1,2,2,1,1,1,1,1,1,1,4,3,2,1,1,1,1,1,1,1,1,1,7,1,1,4,200701014,28
78.45865527,200701014,28,W,78.45865527,2007,OM,All Schools,National,1,513,2,1,1,1,1,1,1,1,1,1,2,2,1,1,1,1,2,1,1,3,3,2,2,3,3,2,2,1,2,2,2,2,1,1,1,1,1,1,1,1,1,3,2,1,2,1,1,2,4,2,1,1,2,1,2,2,1,1,1,1,1,1,1,1,3,2,1,1,1,1,1,1,1,1,1,6,1,1,4,200701014,28
78.45865527,200701014,28,W,78.45865527,2007,OM,All Schools,National,1,513,2,1,1,1,1,1,1,1,1,1,2,2,1,1,3,1,1,1,1,2,1,1,1,2,1,2,4,2,3,3,1,4,1,1,1,1,1,1,1,1,1,2,3,2,2,4,3,2,3,2,1,1,1,2,1,2,1,1,1,1,1,1,1,4,2,1,3,1,1,1,1,1,1,1,1,7,1,1,4,200701014,28
78.45865527,200701014,28,W,78.45865527,2007,OM,All Schools,National,1,513,2,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,3,3,3,3,1,1,2,4,1,3,3,3,3,1,1,1,1,1,1,1,1,1,1,3,2,2,2,2,3,1,2,1,1,3,6,1,2,1,1,1,1,1,1,1,4,3,1,6,3,2,2,2,3,3,2,2,7,1,1,4,200701014,28
78.45865527,200701014,28,W,78.45865527,2007,OM,All Schools,National,1,513,2,1,1,1,1,1,1,1,2,1,1,2,1,2,1,1,1,1,1,1,2,2,2,1,1,1,4,1,2,2,1,4,1,1,1,1,1,1,1,1,1,1,1,2,2,4,3,1,3,2,1,2,1,6,2,2,1,1,1,1,1,1,1,4,3,2,1,1,1,1,1,1,1,1,1,5,1,1,4,200701014,28
78.45865527,200701014,28,W,78.45865527,2007,OM,All Schools,National,1,513,2,1,1,1,1,1,1,1,2,1,2,1,1,1,1,1,2,1,1,3,2,2,1,1,1,2,4,1,2,2,3,3,1,1,2,1,1,1,1,1,1,3,1,3,2,4,3,3,4,2,1,1,1,2,1,2,1,1,1,1,1,1,1,4,3,2,1,1,1,1,1,1,1,1,1,7,1,1,4,200701014,28
78.45865527,200701014,28,W,78.45865527,2007,OM,All Schools,National,1,513,2,1,1,1,1,1,1,1,2,1,2,2,1,1,1,1,1,1,1,3,2,2,1,2,2,2,4,1,3,3,4,4,1,1,1,4,1,4,1,1,3,1,3,3,2,4,1,3,3,2,3,2,2,1,2,2,1,1,1,1,1,1,1,1,2,2,1,1,1,1,1,1,1,1,1,6,1,1,4,200701014,28
78.45865527,200701014,28,W,78.45865527,2007,OM,All Schools,National,1,513,2,1,1,1,1,1,1,1,2,1,2,2,1,1,1,1,1,1,1,3,2,2,2,2,3,2,4,1,3,3,1,3,1,1,1,1,4,1,3,1,4,1,3,3,2,3,3,3,4,2,2,2,2,1,1,2,1,1,1,1,1,1,1,1,3,1,1,1,1,1,1,1,1,1,1,6,1,1,4,200701014,28
78.45865527,200701014,28,W,78.45865527,2007,OM,All Schools,National,1,513,2,1,1,1,1,1,1,1,3,1,2,2,1,1,1,1,2,1,1,4,2,2,2,2,2,2,4,1,3,3,1,4,1,1,1,1,1,1,1,1,1,3,1,2,2,3,2,1,3,2,2,1,1,1,1,2,1,1,1,1,1,1,1,4,3,2,1,1,1,1,1,1,1,1,1,6,1,1,4,200701014,28
78.45865527,200701014,28,W,78.45865527,2007,OM,All Schools,National,1,513,2,1,1,1,1,1,1,1,3,1,2,2,1,1,3,2,1,1,2,4,2,2,3,2,2,1,4,2,3,2,3,3,4,2,1,1,1,1,1,1,1,1,3,2,2,3,2,2,3,2,1,1,1,3,3,2,1,1,1,1,1,1,1,4,1,2,1,1,1,1,1,1,1,1,1,7,1,1,4,200701014,28
78.45865527,200701014,28,W,78.45865527,2007,OM,All Schools,National,1,513,2,1,1,1,1,1,1,1,5,1,2,2,1,1,1,1,1,1,1,1,2,2,2,2,2,2,4,1,3,3,1,4,1,1,1,1,1,1,1,1,1,1,2,3,2,4,2,3,3,2,1,1,1,3,1,2,1,1,1,1,1,1,1,4,2,2,1,1,1,1,1,1,1,1,1,6,1,1,4,200701014,28
78.45865527,200701014,28,W,78.45865527,2007,OM,All Schools,National,1,513,2,1,1,1,1,1,1,1,5,1,2,2,1,1,1,1,2,1,1,1,2,2,2,2,2,2,4,1,3,3,3,3,1,1,1,1,1,1,1,1,1,1,2,3,2,4,2,3,3,2,1,1,1,3,1,2,1,1,1,1,1,1,1,1,2,2,1,1,1,1,1,1,1,1,1,6,1,1,4,200701014,28
78.45865527,200701014,28,W,78.45865527,2007,OM,All Schools,National,1,513,2,1,1,1,1,1,1,2,2,1,2,2,1,1,1,1,1,2,1,3,2,2,2,2,2,2,4,2,3,3,2,4,1,3,1,1,1,1,1,1,4,3,3,2,2,2,3,2,3,2,1,2,2,1,1,2,1,1,1,1,1,1,1,4,3,1,1,1,1,1,1,1,1,1,1,7,1,1,4,200701014,28
78.45865527,200701014,28,W,78.45865527,2007,OM,All Schools,National,1,513,2,1,1,1,1,1,1,2,4,1,2,2,1,1,1,1,1,1,1,1,2,2,1,1,1,1,4,1,1,1,1,4,1,1,1,1,1,1,1,1,1,1,3,2,2,2,1,1,2,2,1,1,1,6,1,2,1,1,1,1,1,1,1,4,3,2,1,1,1,1,1,1,1,1,1,6,1,1,4,200701014,28
78.45865527,200701014,28,W,78.45865527,2007,OM,All Schools,National,1,513,2,1,1,1,1,1,2,2,1,1,2,2,1,1,1,1,1,1,1,1,1,1,3,3,2,2,3,2,2,3,4,1,1,1,1,1,1,1,1,1,1,3,4,4,2,4,3,3,3,2,1,2,2,1,3,2,1,1,1,1,1,1,1,4,3,2,1,1,1,1,1,1,1,1,1,6,1,1,4,200701014,28
102.9678975,200701014,28,W,102.9678975,2007,OM,All Schools,National,1,513,1,1,1,1,1,1,1,1,1,1,2,2,1,1,1,2,2,1,1,3,2,1,2,1,2,3,1,1,2,2,2,1,1,1,1,1,1,1,1,1,1,3,3,1,2,3,3,2,3,2,3,3,2,1,3,2,1,1,1,1,1,1,1,3,3,1,7,1,1,1,1,1,1,3,1,6,1,1,3,200701014,28
102.9678975,200701014,28,W,102.9678975,2007,OM,All Schools,National,1,513,2,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,2,2,2,2,2,3,3,1,3,2,1,1,,2,2,1,2,,1,1,1,1,1,1,2,1,2,2,3,1,1,1,2,1,1,2,2,1,1,1,1,1,1,1,1,1,2,2,2,1,1,1,1,1,1,1,1,1,5,1,1,3,200701014,28
102.9678975,200701014,28,W,102.9678975,2007,OM,All Schools,National,1,513,2,1,1,1,1,1,1,1,1,1,2,2,1,1,1,1,1,1,1,2,2,2,2,1,2,2,1,1,2,2,4,4,1,3,1,1,1,1,1,1,1,2,3,2,2,3,3,3,4,2,3,3,2,1,3,1,1,1,1,1,1,1,1,4,2,2,1,1,1,1,1,1,1,1,1,5,1,1,3,200701014,28
102.9678975,200701014,28,W,102.9678975,2007,OM,All Schools,National,1,513,2,1,1,1,1,1,1,1,1,1,2,2,1,1,1,1,1,1,1,3,1,1,2,1,1,2,4,1,1,1,3,3,1,1,1,1,1,1,1,1,1,1,3,3,1,1,3,3,3,1,1,3,2,2,1,2,1,1,1,1,1,1,1,4,2,2,1,1,1,1,1,1,1,1,1,5,1,1,3,200701014,28
102.9678975,200701014,28,W,102.9678975,2007,OM,All Schools,National,1,513,2,1,1,1,1,1,1,1,1,1,2,2,1,1,1,1,1,1,1,3,2,2,2,2,2,2,4,1,2,2,4,4,1,1,2,1,1,1,1,1,1,3,1,1,2,4,3,3,1,2,2,2,2,1,2,2,1,1,1,1,1,1,1,4,2,2,1,1,1,1,1,1,1,1,1,5,1,1,3,200701014,28
102.9678975,200701014,28,W,102.9678975,2007,OM,All Schools,National,1,513,2,1,1,1,1,1,1,1,1,1,2,2,1,1,1,1,1,1,1,3,2,2,2,2,2,2,4,1,2,2,4,4,1,1,2,1,2,1,3,3,5,1,1,2,1,3,1,3,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,4,2,2,1,1,1,1,1,1,1,1,1,6,1,1,3,200701014,28
102.9678975,200701014,28,W,102.9678975,2007,OM,All Schools,National,1,513,2,1,1,1,1,1,1,1,1,1,2,2,1,1,1,1,2,1,1,1,1,1,2,1,1,1,1,1,2,3,3,1,1,1,2,1,1,1,1,1,1,1,1,2,2,1,1,1,1,1,1,1,1,1,1,,,1,1,1,1,1,1,1,2,2,1,1,1,1,1,1,1,3,1,6,1,1,3,200701014,28
102.9678975,200701014,28,W,102.9678975,2007,OM,All Schools,National,1,513,2,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,3,2,2,1,1,1,2,4,1,2,3,1,3,1,1,2,1,1,1,1,1,4,1,3,4,2,3,2,2,1,2,1,2,1,1,1,2,1,1,1,1,1,1,1,4,1,2,1,1,1,1,1,1,1,1,1,1,1,1,3,200701014,28
102.9678975,200701014,28,W,102.9678975,2007,OM,All Schools,National,1,513,2,1,1,1,1,1,1,1,2,1,2,2,1,1,1,1,1,1,1,1,2,2,1,1,1,2,4,1,2,2,2,3,1,1,1,1,1,1,1,1,1,2,3,3,2,1,2,2,3,2,1,1,1,2,1,1,1,1,1,1,1,1,1,4,2,1,1,1,1,1,1,1,1,1,1,6,1,1,3,200701014,28
102.9678975,200701014,28,W,102.9678975,2007,OM,All Schools,National,1,513,2,1,1,1,1,1,1,1,2,1,2,2,1,1,1,1,1,1,1,3,2,2,2,2,1,2,4,1,2,2,4,4,1,1,1,1,1,1,1,1,1,3,3,3,1,3,1,2,3,2,1,3,1,6,3,1,1,1,1,1,1,1,1,4,2,2,1,1,1,1,1,1,1,1,1,6,1,1,3,200701014,28
102.9678975,200701014,28,W,102.9678975,2007,OM,All Schools,National,1,513,2,1,1,1,1,1,1,1,2,1,2,2,1,1,1,1,1,1,1,4,2,2,1,2,2,2,4,2,2,6,1,1,5,5,1,1,1,1,1,1,1,2,3,2,2,3,1,2,2,2,2,1,2,5,2,2,1,1,1,1,1,1,1,1,3,2,1,1,1,1,1,1,1,1,1,5,1,1,3,200701014,28
102.9678975,200701014,28,W,102.9678975,2007,OM,All Schools,National,1,513,2,1,1,1,1,1,1,1,2,1,2,2,1,1,1,1,2,1,1,3,2,2,1,1,1,1,4,1,3,3,4,4,1,1,1,1,1,1,1,1,1,2,3,3,2,4,1,3,2,2,1,2,2,1,2,2,1,1,1,1,1,1,1,4,3,2,1,1,1,1,1,1,1,1,1,6,1,1,3,200701014,28
102.9678975,200701014,28,W,102.9678975,2007,OM,All Schools,National,1,513,2,1,1,1,1,1,1,1,3,1,2,2,1,1,,1,1,1,1,1,2,2,2,2,2,2,4,1,2,3,1,4,1,1,2,1,1,1,3,1,2,2,2,2,2,4,1,2,4,2,3,1,1,6,3,2,1,1,1,1,1,1,1,4,3,2,1,1,1,1,1,1,1,1,1,5,1,1,3,200701014,28
102.9678975,200701014,28,W,102.9678975,2007,OM,All Schools,National,1,513,2,1,1,1,1,1,1,1,3,1,2,2,1,1,1,1,1,1,1,3,1,1,2,2,2,2,1,1,1,1,1,2,4,5,1,1,1,1,1,1,2,3,2,2,2,3,2,2,2,1,2,3,2,6,2,2,1,1,1,1,1,1,1,4,1,2,1,1,1,1,1,1,1,1,1,5,1,1,3,200701014,28
102.9678975,200701014,28,W,102.9678975,2007,OM,All Schools,National,1,513,2,1,1,1,1,1,1,1,4,1,2,2,1,1,1,1,1,1,1,1,3,3,1,2,2,1,4,1,3,3,4,4,1,1,1,1,1,1,1,1,1,3,3,3,2,1,2,2,3,2,1,1,2,1,1,2,1,1,1,1,1,1,1,4,3,2,1,1,1,1,1,1,1,1,1,5,1,1,3,200701014,28
102.9678975,200701014,28,W,102.9678975,2007,OM,All Schools,National,1,513,2,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,2,1,1,1,1,1,2,1,1,2,1,1,1,1,1,1,2,1,1,2,1,1,1,1,1,2,1,2,1,1,2,1,2,1,1,1,1,1,1,1,1,1,1,1,3,1,1,1,1,2,1,1,1,1,3,200701014,28
102.9678975,200701014,28,W,102.9678975,2007,OM,All Schools,National,1,513,2,1,1,1,1,1,1,2,1,1,2,2,1,1,1,2,1,1,2,3,1,1,2,1,1,2,4,1,1,1,4,4,1,5,1,4,3,1,3,3,5,1,1,2,1,3,1,3,1,2,1,1,1,1,1,2,1,1,1,1,1,1,1,4,2,2,1,1,1,1,1,1,1,1,1,4,1,1,3,200701014,28
102.9678975,200701014,28,W,102.9678975,2007,OM,All Schools,National,1,513,2,1,1,1,1,1,1,2,1,1,2,2,1,1,1,2,1,2,2,2,1,1,2,1,1,2,4,1,1,1,4,4,1,4,1,4,4,1,1,4,5,1,3,2,2,3,2,2,4,2,1,2,1,1,2,2,1,1,1,1,1,1,1,2,1,2,1,1,1,1,1,1,1,3,3,5,1,1,3,200701014,28
102.9678975,200701014,28,W,102.9678975,2007,OM,All Schools,National,1,513,2,1,1,1,1,1,2,1,2,3,1,1,1,2,1,1,2,1,1,1,3,3,3,1,1,3,1,1,1,1,3,2,1,1,1,3,4,1,1,1,1,2,1,4,2,3,2,2,1,2,2,2,2,1,1,,2,1,1,2,1,2,2,1,1,1,2,2,1,2,2,2,1,1,1,1,1,1,3,200701014,28
102.9678975,200701014,28,W,102.9678975,2007,OM,All Schools,National,1,513,2,1,1,1,1,1,2,2,1,1,2,2,1,1,1,1,2,1,1,3,3,2,2,3,2,2,4,1,2,2,3,3,1,2,1,1,1,1,1,1,1,1,1,2,2,3,3,2,1,1,1,2,2,2,2,1,1,1,1,1,1,1,1,3,2,2,1,1,1,1,1,1,1,1,1,5,1,1,3,200701014,28
102.9678975,200701014,28,W,102.9678975,2007,OM,All Schools,National,1,513,,,1,1,1,1,1,2,2,1,2,2,1,1,1,3,2,,2,3,1,2,1,1,3,2,3,2,3,3,3,4,1,2,2,2,1,1,1,3,2,3,4,4,2,2,3,3,4,2,2,2,2,1,1,2,1,1,1,1,1,1,1,4,2,2,1,1,1,1,1,1,1,1,1,5,1,1,3,200701014,28
109.0480618,200701014,28,W,109.0480618,2007,OM,All Schools,National,1,513,2,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,3,2,2,1,1,1,2,4,1,2,3,1,1,1,1,1,1,1,1,1,1,1,1,3,3,1,1,2,2,2,1,1,3,2,2,1,2,1,1,1,1,1,1,1,4,2,2,1,1,1,1,1,1,1,1,1,4,1,1,2,200701014,28
58.94691695,200701015,29,W,58.94691695,2007,OM,All Schools,National,1,503,2,1,1,1,1,1,1,1,3,1,1,1,1,1,1,1,1,1,1,3,3,3,2,2,2,3,4,1,2,3,1,4,1,1,1,1,1,1,1,1,1,2,2,3,1,4,1,1,3,2,2,2,2,6,1,2,1,1,1,,1,1,1,4,2,2,1,1,1,1,1,1,1,1,1,4,2,1,4,200701015,29
77.65703427,200701015,29,W,77.65703427,2007,OM,All Schools,National,1,503,2,1,1,1,1,1,2,1,2,1,2,1,1,1,1,1,2,1,2,4,2,2,2,2,2,2,4,1,2,2,2,4,5,1,1,1,1,1,1,4,1,3,3,1,2,3,1,3,1,2,1,2,1,1,2,2,1,1,1,1,1,1,1,4,2,2,1,1,1,1,1,3,1,1,1,1,1,1,4,200701015,29
80.83436713,200701015,29,W,80.83436713,2007,OM,All Schools,National,1,503,2,1,1,1,1,1,1,1,3,1,2,2,1,1,1,1,2,1,1,3,2,2,2,2,2,2,4,1,3,3,4,3,1,1,1,1,1,1,1,1,2,1,3,2,2,4,3,3,4,,1,3,2,1,3,2,1,1,1,1,1,1,1,4,2,2,1,1,1,1,1,1,1,1,1,5,2,1,1,200701015,29
142.0550062,200701015,29,W,142.0550062,2007,OM,All Schools,National,1,503,1,1,1,1,1,1,1,1,2,1,2,2,1,1,3,1,1,1,1,4,3,3,2,2,2,1,4,1,1,1,2,4,5,5,1,1,1,1,1,1,1,2,3,2,2,4,2,2,3,2,2,2,2,1,1,1,1,1,1,1,1,1,1,4,2,2,1,1,1,1,1,1,1,1,1,5,2,1,3,200701015,29
142.0550062,200701015,29,W,142.0550062,2007,OM,All Schools,National,1,503,2,,,,,,1,,3,1,,,1,1,1,1,1,1,1,3,,2,2,2,2,2,4,1,2,2,2,4,1,1,1,1,1,1,1,1,1,2,1,2,2,3,2,2,1,2,3,3,3,4,1,2,1,1,,1,1,1,1,4,3,2,1,1,1,1,,1,1,1,1,5,2,1,3,200701015,29
142.0550062,200701015,29,W,142.0550062,2007,OM,All Schools,National,1,503,2,1,1,1,1,1,1,,2,1,2,2,1,1,1,1,2,1,1,3,1,2,1,2,2,3,4,1,3,3,1,4,1,1,1,1,1,1,1,1,1,1,2,2,2,2,1,1,2,2,1,1,1,6,2,2,1,1,1,1,1,1,1,4,3,2,1,1,1,1,1,1,1,1,1,5,2,1,3,200701015,29
142.0550062,200701015,29,W,142.0550062,2007,OM,All Schools,National,1,503,2,1,1,1,1,1,1,,4,1,2,2,1,1,3,1,1,1,1,3,2,2,2,2,2,1,4,1,1,,4,4,5,2,2,1,1,1,1,1,1,2,1,2,2,4,3,2,1,2,3,2,2,6,3,2,1,1,1,1,1,1,1,4,2,2,1,1,1,1,1,1,1,1,1,5,2,1,3,200701015,29
142.0550062,200701015,29,W,142.0550062,2007,OM,All Schools,National,1,503,2,1,1,1,1,1,1,1,1,1,2,2,1,1,1,1,1,1,1,2,2,2,3,2,2,2,4,1,1,6,1,4,1,1,1,1,1,1,1,,1,3,1,2,2,3,2,2,1,2,3,2,3,1,2,2,1,1,1,1,1,1,1,4,2,2,1,1,1,1,1,1,1,1,1,5,2,1,3,200701015,29
142.0550062,200701015,29,W,142.0550062,2007,OM,All Schools,National,1,503,2,1,1,1,1,1,1,1,1,1,2,2,1,1,1,1,1,1,1,3,1,2,2,2,2,2,4,1,3,3,4,4,1,1,1,1,1,1,1,1,1,,2,3,2,4,2,,1,2,3,3,3,1,1,2,1,1,1,1,1,1,1,4,2,2,1,1,1,1,1,1,1,1,1,5,2,1,3,200701015,29
142.0550062,200701015,29,W,142.0550062,2007,OM,All Schools,National,1,503,2,1,1,1,1,1,1,1,2,1,2,,1,1,1,1,1,1,1,2,1,2,2,2,2,2,4,1,1,1,1,3,1,2,1,1,1,1,1,1,1,1,2,3,2,3,2,1,1,2,2,2,2,1,1,2,1,1,1,1,1,1,1,4,3,2,1,1,1,1,1,1,1,1,1,5,2,1,3,200701015,29
142.0550062,200701015,29,W,142.0550062,2007,OM,All Schools,National,1,503,2,1,1,1,1,1,1,1,2,1,2,2,1,1,1,1,1,1,1,1,2,2,2,2,2,2,4,1,1,1,3,4,1,1,1,1,1,1,1,1,1,2,1,2,2,3,2,2,1,2,1,3,1,2,1,2,1,1,1,1,1,1,1,4,2,2,1,1,1,1,1,1,1,1,1,5,2,1,3,200701015,29
142.0550062,200701015,29,W,142.0550062,2007,OM,All Schools,National,1,503,2,1,1,1,1,1,1,1,2,1,2,2,1,1,1,1,1,1,1,1,2,2,3,2,2,2,4,1,2,2,1,4,1,1,1,1,1,1,1,1,1,1,1,1,2,1,3,3,1,2,1,1,2,2,1,2,1,1,1,1,1,1,1,4,2,2,1,1,1,1,1,1,1,1,1,5,2,1,3,200701015,29
142.0550062,200701015,29,W,142.0550062,2007,OM,All Schools,National,1,503,2,1,1,1,1,1,1,1,2,1,2,2,1,1,1,1,1,1,1,3,1,2,3,1,2,2,4,1,2,2,2,4,1,1,1,1,1,1,1,1,1,2,3,2,2,3,3,2,4,2,2,3,3,3,1,2,2,1,1,1,1,1,1,4,3,2,1,1,1,1,1,1,1,1,1,4,2,1,3,200701015,29
142.0550062,200701015,29,W,142.0550062,2007,OM,All Schools,National,1,503,2,1,1,1,1,1,1,1,2,1,2,2,1,1,1,1,1,1,1,4,1,1,3,3,3,3,4,1,2,2,4,4,1,1,1,1,1,1,1,1,1,1,2,3,2,4,2,2,2,2,1,1,3,6,2,2,1,1,1,1,1,1,1,4,3,2,1,1,1,1,1,1,1,1,1,5,2,,3,200701015,29
142.0550062,200701015,29,W,142.0550062,2007,OM,All Schools,National,1,503,2,1,1,1,1,1,1,1,2,1,2,2,1,1,1,1,2,1,1,1,2,2,2,2,2,1,4,1,3,2,1,4,1,1,1,1,1,1,1,1,1,3,1,3,2,4,3,3,1,2,3,3,2,5,3,2,1,1,1,1,1,1,1,4,2,2,1,1,1,1,1,1,1,1,1,5,2,1,3,200701015,29
142.0550062,200701015,29,W,142.0550062,2007,OM,All Schools,National,1,503,2,1,1,1,1,1,1,1,2,1,2,2,1,1,1,1,2,1,1,1,2,2,2,3,3,3,3,1,2,6,1,4,1,1,1,1,1,1,1,1,1,3,3,3,2,3,2,3,4,2,2,2,2,1,3,2,1,1,1,1,1,1,1,4,3,2,1,1,1,1,1,1,1,1,1,5,2,1,3,200701015,29
142.0550062,200701015,29,W,142.0550062,2007,OM,All Schools,National,1,503,2,1,1,1,1,1,1,1,2,1,2,2,1,1,1,1,2,1,1,3,1,1,1,1,2,,1,3,3,3,3,4,1,3,1,1,1,1,1,1,1,1,2,2,1,3,3,3,4,2,1,2,2,1,1,2,1,1,1,1,1,1,1,4,3,2,1,1,1,1,1,1,1,1,1,5,2,1,3,200701015,29
142.0550062,200701015,29,W,142.0550062,2007,OM,All Schools,National,1,503,2,1,1,1,1,1,1,1,2,1,2,2,1,1,3,1,1,1,1,4,2,2,2,2,,1,4,1,3,3,1,4,1,1,1,1,1,1,1,1,1,1,4,2,2,4,2,2,3,2,3,1,2,1,1,2,1,1,1,1,1,1,1,4,1,1,1,1,1,1,1,1,1,1,1,4,2,1,3,200701015,29
142.0550062,200701015,29,W,142.0550062,2007,OM,All Schools,National,1,503,2,1,1,1,1,1,1,1,3,1,2,2,1,1,1,1,1,1,1,1,2,2,3,2,2,2,4,1,3,3,1,4,1,1,1,1,1,1,1,1,1,2,2,3,2,4,1,1,2,2,1,1,1,6,2,2,1,1,1,1,1,1,1,4,3,2,1,1,1,1,1,1,1,1,1,4,2,1,3,200701015,29
142.0550062,200701015,29,W,142.0550062,2007,OM,All Schools,National,1,503,2,1,1,1,1,1,1,1,3,1,2,2,1,1,1,1,1,1,1,3,1,2,1,2,2,2,4,1,2,2,1,4,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,3,3,2,3,3,3,6,1,1,1,1,1,1,1,1,1,4,1,2,1,1,1,1,1,1,1,1,1,4,2,1,3,200701015,29
142.0550062,200701015,29,W,142.0550062,2007,OM,All Schools,National,1,503,2,1,1,1,1,1,1,1,3,1,2,2,1,1,1,1,1,1,1,3,1,2,2,2,2,2,4,1,1,3,3,4,2,1,1,1,1,1,1,1,1,2,2,2,2,3,2,2,1,2,1,2,2,6,1,2,1,1,1,1,1,1,1,4,2,2,1,1,1,1,1,1,1,1,1,5,2,1,3,200701015,29
142.0550062,200701015,29,W,142.0550062,2007,OM,All Schools,National,1,503,2,1,1,1,1,1,1,1,3,1,2,2,1,1,1,1,2,1,1,,,,2,,,,4,,2,2,,4,1,1,1,1,1,1,1,1,1,3,3,3,2,4,2,1,1,2,3,3,2,1,1,2,1,1,1,1,1,1,1,4,,2,1,1,1,1,1,1,1,1,1,5,2,1,3,200701015,29
142.0550062,200701015,29,W,142.0550062,2007,OM,All Schools,National,1,503,2,1,1,1,1,1,1,1,3,1,2,2,1,1,3,1,1,1,1,3,3,1,2,2,2,2,4,1,1,6,3,4,1,1,1,1,1,1,1,1,1,2,2,2,2,4,3,3,4,2,2,3,3,1,2,2,1,1,1,1,1,1,1,4,2,2,1,1,1,1,1,1,1,1,1,4,2,1,3,200701015,29
142.0550062,200701015,29,W,142.0550062,2007,OM,All Schools,National,1,503,2,1,1,1,1,1,1,1,4,1,2,2,1,1,1,1,1,1,1,3,2,2,1,1,3,3,4,1,3,1,3,4,1,1,1,1,1,1,1,1,1,2,4,3,2,3,2,3,4,2,3,2,1,4,1,2,1,1,1,1,1,1,1,4,2,2,1,1,,1,1,1,1,1,1,5,2,1,3,200701015,29
142.0550062,200701015,29,W,142.0550062,2007,OM,All Schools,National,1,503,2,1,1,1,1,1,1,1,4,1,2,2,1,1,1,1,1,1,1,3,2,2,2,1,2,3,4,1,3,3,1,4,1,5,1,1,1,1,1,1,1,1,3,2,1,3,3,1,3,2,1,3,3,6,1,2,1,1,1,1,1,1,1,4,3,2,1,1,1,1,1,1,1,1,1,5,2,1,3,200701015,29
