finalwgt,CR1,CR2,CR3,CR4,KWR5,KWR6,KWR7,KWR8,KWR9,CR10,CR11,KWR12,KWR13,CR14,CR15,CR16,CR17,CR18,CR19,CR20,CR21,CR22,CR23,CR24,CR25,CR26,CR27,KWR28,KWR29,CR30,CR31,CR32,CR33,CR34,CR35,KWR36,CR37,CR38,CR39,KWR40,CR41,CR42,CR43,CR44,CR45,CR46,CR47,CR48,CR49,CR50,CR51,CR52,CR53,CR54,CR55,KWR56,KWR57,KWR58,KWR59,KWR60,KWR61,KWR62,KWR63,KWR64,KWR65,KWR66,KWR67,KWR68,KWR69,KWR70,KWR71,KWR72,KWR73,KWR74,KWR75,KWR76,KWR77,KWR78,Stratum,PSU
5.52976022,1,6,2,,,,2,1,1,1,1,2,3,3,1,1,1,1,3,3,2,1,3,2,3,4,1,5,7,3,4,5,5,1,3,2,5,7,3,4,3,2,2,1,2,1,1,1,1,2,2,2,1,6,2,2,6,2,2,2,1,1,2,3,3,3,7,3,3,2,4,2,2,2,2,4,1,1,200101010,24
5.52976022,2,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,3,3,3,3,3,3,4,1,5,7,2,4,1,1,2,1,1,1,1,1,1,1,2,2,2,4,3,2,4,2,3,2,3,3,4,2,2,1,1,1,1,2,2,1,3,3,1,1,1,2,1,1,2,2,1,1,1,2,1,200101010,24
5.52976022,2,1,1,1,1,1,1,1,5,1,2,1,1,1,1,1,1,1,2,3,,2,2,2,3,4,1,4,5,1,4,1,5,1,1,1,1,1,1,4,1,2,2,2,4,2,1,2,1,3,2,1,6,5,2,,1,1,1,1,2,2,1,3,4,1,1,1,3,1,1,1,1,1,1,3,1,1,200101010,24
5.52976022,2,1,,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,2,1,2,1,3,4,1,6,7,1,4,1,1,1,1,1,1,1,1,1,2,4,2,2,4,1,1,1,2,2,2,2,1,3,2,2,1,1,1,1,1,1,1,2,1,1,1,1,3,1,1,2,2,1,1,1,1,1,200101010,24
5.52976022,2,1,,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,4,1,,2,2,2,3,4,1,6,7,2,3,1,1,1,2,1,1,1,1,1,1,3,3,2,2,2,1,2,2,2,1,1,5,6,2,2,1,1,1,1,1,2,1,3,1,1,1,1,2,1,1,2,1,1,1,1,3,1,200101010,24
5.52976022,2,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,2,2,2,2,1,3,4,1,6,7,1,4,1,2,1,1,1,1,1,1,1,1,2,2,2,3,3,2,4,2,3,1,2,6,4,2,2,1,1,1,1,1,2,1,3,1,1,1,1,2,1,1,1,2,1,1,1,1,1,200101010,24
5.52976022,2,1,1,1,1,1,1,1,3,1,2,1,3,1,3,1,2,3,1,3,1,2,1,2,2,4,1,6,4,1,3,1,1,1,2,1,1,1,1,1,2,,2,1,2,2,1,2,2,2,2,2,6,4,2,2,1,1,1,,1,1,1,1,1,1,1,1,2,1,1,1,2,2,1,1,1,1,200101010,24
5.52976022,2,1,1,1,1,1,1,1,7,1,1,1,1,2,1,1,1,1,1,1,1,3,2,2,3,4,2,5,6,2,4,5,4,1,1,1,1,1,1,1,1,2,2,1,2,3,3,3,2,2,1,3,6,5,2,2,1,1,1,1,1,2,1,1,3,1,1,1,2,1,1,1,2,1,1,1,1,1,200101010,24
5.52976022,2,1,1,1,1,1,1,1,7,1,2,1,1,3,1,1,1,1,2,1,1,3,3,3,2,3,1,6,7,2,4,1,3,1,1,1,1,1,1,1,1,3,3,2,2,1,1,2,1,3,1,3,6,4,2,2,1,1,1,1,2,2,1,1,1,1,1,1,2,1,1,1,2,1,1,1,1,1,200101010,24
5.538965638,1,2,1,1,1,1,1,1,7,1,2,1,1,1,1,1,1,1,4,3,3,2,1,2,2,4,1,1,4,2,4,1,4,1,1,4,1,1,1,1,1,2,2,2,,1,1,1,2,3,1,2,6,,,2,3,1,1,1,1,1,1,3,1,1,1,1,2,1,4,1,2,1,1,1,2,1,200101010,24
5.810103816,2,1,1,1,1,1,1,1,1,1,2,1,2,1,1,1,3,1,3,1,1,2,2,3,2,4,1,6,5,2,,,,1,1,1,1,1,1,1,1,2,2,2,2,3,1,1,1,1,1,2,2,,,2,2,1,1,1,1,1,1,1,3,1,1,1,1,1,1,1,2,2,1,1,1,1,200101010,24
4.167785056,1,2,7,4,3,7,5,2,,1,2,6,3,3,1,1,2,1,2,2,1,1,3,2,,3,1,2,1,3,4,1,3,1,2,4,,5,,4,2,3,1,,2,2,1,3,,2,1,3,,4,,1,4,4,2,3,1,2,3,,,,6,4,1,4,1,,,,1,1,,3,200101010,25
4.167785056,1,3,2,2,8,,7,3,3,3,1,7,4,1,4,1,1,1,1,1,1,2,1,1,1,1,1,2,4,2,3,3,2,2,1,3,2,1,1,3,2,2,2,,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,2,2,2,3,1,3,2,3,3,2,2,2,1,1,2,2,200101010,25
4.167785056,1,6,7,5,7,7,7,5,7,2,2,6,4,1,1,1,4,4,4,1,1,1,1,2,2,2,2,5,5,4,4,1,5,1,3,3,2,2,3,3,1,,3,2,1,2,3,,,,,3,3,5,1,1,,1,1,2,,2,1,1,2,3,1,1,1,2,1,1,1,2,3,3,1,2,200101010,25
4.167785056,2,1,1,1,1,1,1,1,7,1,2,1,1,1,2,2,2,2,2,1,1,2,2,2,2,4,2,2,2,2,2,1,2,1,1,1,,,1,1,1,2,1,1,,1,1,1,1,1,2,1,2,2,1,1,,2,1,1,1,1,1,2,2,1,1,1,2,1,2,2,1,2,1,1,1,2,200101010,25
4.167785056,1,,7,6,2,7,8,8,5,,2,6,4,3,2,1,3,2,4,1,1,1,2,2,2,4,,4,6,2,2,5,5,1,4,4,5,3,,4,,2,3,,,,,3,,,2,2,1,1,1,1,1,3,2,4,,2,2,3,2,2,1,3,2,2,2,2,2,1,2,1,2,1,200101010,25
4.167785056,2,1,1,1,1,1,1,1,7,1,2,1,1,3,1,1,1,1,4,1,1,1,1,3,3,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,200101010,25
4.167785056,1,3,3,3,3,5,5,3,5,3,,3,3,1,4,1,3,4,3,1,1,1,1,1,,1,3,6,7,4,4,2,4,2,4,2,2,2,,,,2,1,1,1,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,200101010,25
4.167785056,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,200101010,25
4.167785056,1,7,,7,3,7,,,,3,2,7,2,1,2,1,1,1,4,1,1,2,1,2,2,4,2,5,6,4,4,,,1,3,5,6,3,2,3,1,2,2,2,4,2,1,4,1,1,1,1,2,7,1,1,7,1,1,1,1,2,1,1,1,2,3,2,2,3,3,1,1,1,1,8,1,1,200101010,25
4.167785056,1,2,1,1,1,1,1,1,6,1,2,1,1,1,1,1,1,1,4,2,1,2,2,2,3,4,2,6,7,1,3,1,1,1,1,1,1,1,1,1,2,2,2,2,4,3,3,3,,2,1,1,2,2,,1,3,1,1,1,2,1,1,3,1,1,1,1,2,1,1,1,2,1,1,1,1,1,200101010,25
4.167785056,2,1,1,1,1,,1,1,7,1,2,1,1,3,1,2,1,1,1,1,1,3,3,3,2,4,2,5,7,1,1,1,1,2,1,1,1,1,1,1,1,4,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,200101010,25
4.496067168,1,3,5,2,7,7,7,3,6,2,2,4,4,1,4,1,3,3,2,2,3,1,2,3,2,4,4,1,2,2,1,5,3,1,3,4,2,1,3,2,,2,1,2,1,1,2,3,1,2,3,1,3,2,2,3,1,3,2,3,1,2,1,1,4,,1,2,3,2,,2,1,1,1,2,1,2,200101010,25
4.496067168,1,3,1,1,1,1,1,1,3,1,2,1,1,1,1,1,2,2,1,2,2,2,2,2,1,4,2,6,7,1,4,1,4,1,1,2,1,,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,2,3,2,3,2,3,2,1,2,1,2,1,1,2,2,1,2,1,1,1,2,2,1,2,200101010,25
4.496067168,2,1,1,1,1,1,8,1,1,1,1,3,1,2,4,1,1,1,2,2,2,,,,,,,,,,,,3,1,3,2,,1,,1,,4,4,1,1,1,2,,,3,2,2,3,2,2,3,2,1,2,1,,1,3,3,2,1,1,2,2,1,4,2,1,,1,1,3,1,200101010,25
4.496067168,1,5,1,1,2,3,2,1,2,2,1,3,1,2,1,1,4,1,3,1,1,1,1,1,1,4,1,1,2,1,1,5,4,,2,3,3,4,3,1,2,1,2,,2,2,,3,,,3,3,4,2,2,,3,1,5,1,1,1,1,2,,2,2,2,2,,3,2,2,,2,2,2,2,200101010,25
4.496067168,1,5,1,1,1,1,1,1,1,1,2,1,1,,1,1,1,3,4,2,2,3,3,2,2,4,2,6,6,3,2,5,5,1,2,2,7,7,2,5,2,2,2,2,2,2,1,2,1,1,2,2,4,6,,3,7,1,1,1,1,1,1,1,3,2,3,2,3,3,4,1,1,1,3,8,,,200101010,25
5.068946868,2,,,,,,1,1,1,1,,1,1,1,1,1,1,1,2,,2,3,2,1,3,4,1,6,7,2,4,,1,1,1,1,1,1,1,1,3,2,2,2,4,1,1,2,1,2,2,2,1,6,2,2,,1,1,1,1,2,1,2,2,1,1,1,2,1,1,1,2,2,1,1,3,3,200101010,25
5.068946868,2,1,1,1,1,1,1,1,4,1,2,1,1,1,2,1,1,1,3,1,1,3,3,2,2,4,2,6,6,2,3,1,5,2,1,1,1,1,1,1,3,3,2,2,4,3,2,3,1,3,3,2,1,6,,2,1,1,1,1,2,1,1,3,2,2,3,2,3,2,1,2,2,2,4,8,3,3,200101010,25
5.068946868,1,,7,6,2,2,7,8,7,3,1,6,4,4,3,1,4,4,4,3,1,1,1,1,3,2,4,1,1,2,2,5,5,2,4,5,2,,4,3,3,4,4,2,2,1,1,2,2,2,2,1,1,1,2,2,2,1,2,1,1,2,1,1,3,2,1,2,1,1,1,1,2,2,2,1,2,3,200101010,25
5.122081899,1,1,,,1,1,1,1,5,1,2,1,1,1,1,1,1,1,2,2,3,3,2,1,2,2,1,3,2,1,2,1,1,2,1,3,1,3,4,1,,,2,1,3,3,1,2,2,1,2,3,2,1,2,1,,2,1,1,1,2,1,3,2,1,2,1,2,1,2,2,1,1,4,8,2,2,200101010,25
5.122081899,1,,3,4,8,7,6,3,3,2,2,6,3,3,4,1,1,1,4,2,2,2,2,2,2,4,2,4,5,4,4,4,2,1,1,4,2,3,3,3,2,4,2,2,2,,2,1,1,1,2,,1,2,,1,5,,2,2,,2,3,,,3,2,3,1,2,2,1,2,2,2,3,2,1,200101010,25
5.122081899,1,,,2,3,3,1,1,2,1,1,1,1,1,1,1,2,,1,1,1,1,1,1,2,4,2,,6,2,3,1,2,2,1,1,1,1,1,1,2,3,2,2,2,2,2,2,,2,2,1,2,1,2,1,2,4,2,1,1,2,2,2,1,,,,1,2,1,,1,2,1,1,2,2,200101010,25
5.122081899,1,,,1,1,1,1,1,7,1,2,1,1,3,1,1,1,1,3,2,2,2,2,2,2,4,3,5,7,1,4,1,5,1,1,1,1,1,1,1,1,2,2,2,3,2,2,3,2,1,1,1,5,1,,1,1,1,1,2,1,2,1,1,1,1,1,1,2,1,1,1,2,2,1,1,1,1,200101010,25
5.148500537,1,,6,5,3,7,7,6,7,3,2,4,3,1,3,1,3,3,2,3,3,1,3,3,,3,3,3,7,2,2,5,5,1,3,5,2,3,4,4,2,2,2,2,3,2,2,2,1,1,1,2,3,1,,3,6,2,6,,2,1,1,1,1,1,1,3,3,1,1,1,2,2,,1,1,1,200101010,25
5.148500537,1,,4,4,3,7,7,2,2,1,1,,3,3,4,,,4,,,,,,,,4,,1,2,,,3,5,1,3,5,6,4,3,4,,,,,2,,2,,,3,3,,4,2,,3,3,4,3,4,,,3,,2,3,1,3,,4,2,1,,2,4,5,3,1,200101010,25
5.148500537,1,3,6,3,6,6,4,3,5,,,4,3,4,3,,,,,,,3,3,2,1,2,1,2,3,2,1,3,2,,,,1,3,2,3,3,2,3,,4,,,3,,,,,3,4,,3,5,4,3,3,,,,,2,3,,,,,,,,,4,4,3,4,200101010,25
5.148500537,1,2,7,7,6,7,8,8,7,3,1,7,4,1,4,1,4,1,3,2,1,1,1,1,2,4,4,1,1,2,4,5,5,1,3,4,7,3,2,2,2,2,2,2,2,2,1,1,1,3,2,3,5,6,1,3,2,1,2,1,1,1,1,2,2,3,2,3,2,1,2,2,1,1,2,2,1,1,200101010,25
5.148500537,1,6,2,3,3,6,8,4,6,3,2,6,2,1,1,2,2,1,3,2,1,2,3,2,2,4,1,6,7,4,4,3,1,2,2,2,5,3,2,3,2,2,2,2,3,1,1,1,2,2,2,2,6,7,1,3,6,1,3,1,1,1,2,1,4,2,3,2,2,3,4,2,1,1,4,7,1,2,200101010,25
5.148500537,1,7,7,4,3,7,7,3,6,3,2,2,2,1,2,1,2,3,3,1,1,3,2,3,3,4,2,4,5,3,3,5,2,2,3,2,2,3,4,4,3,2,3,2,4,3,3,3,2,1,3,3,2,7,1,3,7,5,6,,2,1,2,3,1,5,7,,,,,,2,1,4,3,2,2,200101010,25
5.148500537,1,4,7,7,3,7,7,8,4,3,1,6,3,3,2,1,4,4,3,3,2,3,1,2,2,4,2,6,5,2,2,5,5,1,3,4,3,6,4,4,3,3,2,2,3,2,2,3,1,2,2,1,1,7,1,3,6,5,5,5,1,1,2,1,,,,,,,,,,,,,,,200101010,25
5.148500537,1,7,1,1,1,1,1,1,2,1,2,1,1,3,1,1,1,1,2,1,1,1,1,1,2,4,3,6,,2,4,5,5,1,1,1,1,,,1,2,3,2,1,2,1,1,2,2,2,2,2,2,6,1,3,1,1,1,1,1,1,1,3,1,1,1,1,3,1,4,2,2,2,1,1,1,4,200101010,25
5.148500537,1,2,1,1,1,1,1,1,1,1,2,1,1,1,1,1,2,1,1,3,2,3,3,2,2,4,2,4,7,2,4,5,4,1,1,1,6,3,1,3,1,2,2,2,2,2,2,4,1,3,2,2,4,7,1,3,2,1,1,1,2,1,1,1,,,1,,1,1,1,1,1,1,1,1,1,1,200101010,25
5.148500537,1,3,1,1,1,1,1,1,5,1,2,1,1,1,1,1,2,2,3,3,2,,3,2,3,4,3,6,7,2,4,4,3,1,1,1,7,3,2,4,2,3,2,2,3,2,1,4,2,2,2,2,1,5,1,3,3,1,1,1,1,1,3,1,1,2,5,2,3,3,1,2,2,1,4,5,1,1,200101010,25
5.148500537,2,1,1,1,1,1,1,1,7,1,2,1,1,1,1,1,1,1,4,2,2,2,2,2,2,4,3,6,6,2,4,1,1,1,1,1,1,1,1,1,1,2,2,2,2,1,1,2,2,1,1,1,1,6,1,3,1,1,1,1,1,2,1,3,1,1,1,1,2,1,1,1,2,1,1,1,1,1,200101010,25
5.148500537,2,1,1,1,1,1,1,1,6,1,2,1,1,1,1,1,1,1,4,3,2,2,2,2,2,4,1,4,7,1,4,1,4,1,1,1,1,1,1,1,2,3,2,2,2,2,1,4,2,2,1,2,6,7,1,3,1,1,1,1,1,2,1,3,1,1,1,1,2,1,1,1,2,1,1,1,2,1,200101010,25
5.148500537,2,1,1,1,1,1,1,1,7,1,2,1,1,1,2,2,2,2,3,2,2,1,2,2,2,4,2,5,1,2,4,1,5,1,1,1,1,1,1,1,1,2,3,2,2,2,2,3,1,1,1,2,3,7,1,3,1,1,1,,1,1,2,1,3,3,1,1,3,1,1,1,1,1,1,1,1,1,200101010,25
5.148500537,1,,1,1,1,1,1,1,7,3,1,2,1,3,4,1,4,4,3,1,1,3,1,1,2,4,4,2,1,4,4,5,5,1,3,4,6,4,2,4,1,1,,,,3,2,,1,1,1,1,1,1,,,,1,2,,1,1,2,1,1,3,1,2,2,1,3,1,1,1,1,1,1,2,200101010,25
5.148500537,1,5,7,6,6,5,8,7,5,3,1,6,4,2,4,2,4,3,3,1,2,1,1,3,2,3,2,3,4,1,1,3,2,1,2,3,2,4,3,3,2,2,2,2,3,1,2,4,2,1,1,1,1,6,1,3,1,1,5,3,2,2,2,3,1,2,1,2,,3,2,2,2,1,1,1,1,1,200101010,25
5.148500537,1,6,7,6,3,7,7,3,4,3,1,2,4,3,3,1,3,3,3,3,1,3,2,3,2,4,2,5,3,3,3,5,5,2,4,5,2,3,3,4,3,4,2,1,2,1,1,2,1,1,1,1,3,7,1,3,6,5,7,,2,1,2,1,3,5,3,3,3,3,2,2,1,1,4,5,2,2,200101010,25
5.148500537,1,7,,,5,7,2,1,2,1,2,1,1,1,2,1,3,3,4,1,1,2,2,2,2,4,2,6,7,2,4,5,5,1,3,1,7,3,3,4,2,3,3,1,3,2,2,3,1,2,3,2,1,7,1,3,5,1,1,1,1,2,1,1,3,3,3,2,2,4,4,1,1,1,3,5,1,2,200101010,25
5.148500537,1,2,1,1,1,7,7,7,7,3,1,2,4,1,4,2,4,4,2,1,1,1,2,1,2,4,2,4,5,2,2,3,5,2,3,4,1,1,1,2,2,2,3,,3,,,4,1,3,1,3,2,3,1,3,4,1,2,1,2,1,2,1,2,1,2,1,2,1,2,,1,2,1,4,2,2,200101010,25
5.148500537,2,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,2,3,3,,2,2,2,2,2,4,2,4,5,3,4,1,1,2,1,5,1,3,4,1,2,3,2,2,2,1,2,3,2,2,2,3,6,5,1,3,1,1,1,,2,2,1,3,3,1,3,1,2,1,1,1,2,2,1,1,1,2,200101010,25
5.148500537,1,5,1,1,1,1,1,1,1,1,2,2,2,1,1,1,1,1,3,3,1,2,2,2,2,4,,6,7,3,4,4,5,2,2,4,4,3,2,3,3,2,2,2,3,2,1,3,1,2,3,1,2,6,1,3,6,1,1,1,1,1,3,1,2,2,3,2,3,4,4,2,1,1,3,5,2,1,200101010,25
5.148500537,1,6,2,6,3,7,8,3,1,3,1,7,3,1,3,2,2,3,3,3,3,2,1,1,3,4,3,4,5,2,4,3,4,1,3,4,2,3,4,3,2,3,2,2,3,2,2,1,1,1,1,1,6,5,1,3,6,4,3,,1,1,3,1,3,3,3,4,3,2,3,2,2,2,4,8,2,3,200101010,25
5.325928498,1,2,3,4,2,4,7,6,1,3,2,6,1,1,1,1,,,2,2,,1,2,1,2,1,2,1,1,4,2,1,3,1,2,1,2,1,2,2,1,2,1,1,2,1,1,1,1,2,1,1,2,1,1,2,1,1,2,1,1,2,2,1,2,1,2,1,2,1,2,2,1,2,1,2,1,2,200101010,25
5.325928498,2,1,1,1,1,1,1,1,2,1,2,1,1,3,1,1,1,1,3,2,2,2,2,2,2,4,1,5,6,1,4,,5,1,1,1,1,1,1,1,,4,2,2,2,1,1,1,2,2,2,2,1,5,,2,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,2,2,2,2,,3,1,200101010,25
5.325928498,2,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,4,1,2,3,3,3,,4,1,6,7,3,4,1,3,1,1,1,1,1,1,1,1,4,2,2,2,1,1,1,2,3,3,3,6,5,1,2,1,1,1,1,2,2,1,2,4,1,1,1,2,1,1,1,1,2,1,1,1,1,200101010,25
5.325928498,1,5,6,3,7,7,2,2,2,3,2,3,3,1,4,2,1,2,3,1,2,1,1,2,2,3,2,5,6,3,1,1,3,1,3,4,2,6,3,3,3,3,3,2,4,2,2,4,2,1,1,2,2,4,1,2,5,4,5,3,2,1,3,1,3,3,3,3,3,3,2,2,2,1,3,5,2,2,200101010,25
5.325928498,2,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,4,2,2,2,2,2,3,4,1,6,7,4,4,5,5,1,1,1,1,1,1,1,1,2,2,2,2,1,1,2,2,1,1,3,2,5,1,2,1,1,1,1,2,2,1,2,4,1,1,1,2,1,1,2,2,2,1,1,1,1,200101010,25
5.325928498,1,2,1,1,1,1,1,1,2,1,2,1,2,1,1,1,1,1,3,2,2,2,2,2,3,4,1,5,6,3,4,5,2,1,1,1,1,1,1,1,1,2,2,2,2,3,1,4,2,1,1,1,2,4,1,2,1,1,1,1,1,2,1,3,3,1,1,1,2,1,1,2,2,2,1,1,1,1,200101010,25
5.325928498,1,6,1,1,1,1,1,1,5,1,2,1,1,3,1,2,1,1,2,2,2,2,2,2,1,4,1,5,6,3,4,3,2,1,1,1,1,1,1,1,2,3,3,2,3,3,1,3,2,1,1,1,2,4,1,2,1,1,1,1,1,2,1,3,3,1,1,1,2,1,1,1,1,1,1,1,2,1,200101010,25
5.325928498,1,1,,,1,7,1,1,3,1,2,6,2,1,3,2,2,2,3,3,2,2,2,2,2,4,2,6,7,2,3,2,5,1,3,1,1,3,3,3,1,2,2,1,2,1,1,3,2,1,1,1,2,5,1,2,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,200101010,25
5.325928498,2,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,2,1,1,2,2,1,2,2,4,2,6,7,1,1,1,1,1,1,1,1,1,,1,3,3,2,2,4,3,3,4,2,2,1,1,2,,,2,2,1,,4,1,,1,3,3,2,2,2,1,1,1,1,2,,2,2,1,4,200101010,25
5.325928498,,,1,1,1,1,1,1,4,3,2,1,1,1,1,1,1,2,4,2,2,1,2,2,2,4,2,6,4,4,4,4,5,1,1,1,1,1,1,1,2,3,2,2,2,2,2,3,2,1,1,1,1,5,1,2,1,1,1,1,1,1,1,,4,1,1,1,1,2,1,1,1,1,1,1,1,1,200101010,25
5.325928498,1,2,7,6,3,2,7,8,,3,2,6,2,,2,1,2,2,3,2,3,1,1,1,2,1,2,5,7,4,4,5,5,1,2,2,4,3,,2,1,2,,2,1,1,2,1,1,2,3,3,2,1,,,,5,4,3,,,,3,2,5,2,2,1,1,1,2,1,2,1,,,,200101010,25
5.325928498,2,1,1,1,1,1,1,1,6,1,2,1,1,3,1,1,1,1,3,3,1,2,2,2,,4,2,4,7,3,4,1,5,1,1,1,1,1,1,1,2,3,2,2,3,2,1,3,1,2,2,2,6,6,1,2,1,1,1,1,1,2,1,1,2,,1,1,2,1,1,1,2,2,1,1,1,2,200101010,25
5.325928498,2,1,1,1,1,1,1,1,7,1,2,1,1,1,1,1,1,1,3,3,3,2,1,1,2,4,1,6,7,2,4,1,5,1,1,1,1,1,1,1,2,2,3,2,3,1,2,4,2,1,1,2,2,4,1,2,1,1,1,1,2,2,1,3,1,1,1,1,3,1,1,1,2,1,1,1,1,1,200101010,25
5.325928498,2,1,1,1,1,1,1,1,7,1,2,1,1,1,1,1,1,1,3,2,2,2,2,2,2,4,1,6,6,3,3,5,3,1,1,1,1,1,1,1,3,3,2,2,4,2,1,4,1,2,2,2,1,6,1,2,1,1,1,1,2,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,200101010,25
5.325928498,1,5,6,4,3,5,7,3,3,3,1,6,3,1,3,1,3,3,3,3,2,2,2,2,2,4,2,4,6,2,4,2,5,2,3,4,2,3,4,3,3,2,2,2,2,1,1,2,1,2,1,3,2,3,1,2,1,1,1,2,2,2,2,2,2,4,1,2,3,4,2,1,1,1,3,5,2,3,200101010,25
5.325928498,1,5,4,4,3,4,7,3,1,2,2,7,3,1,1,2,1,1,4,2,2,3,2,2,3,4,2,6,7,2,4,1,1,1,,,2,2,2,3,1,2,2,2,3,1,1,4,2,1,3,1,2,5,1,2,5,1,1,1,1,2,1,3,2,2,3,2,2,3,1,1,1,2,1,3,1,1,200101010,25
5.325928498,2,1,,1,1,1,1,1,7,1,1,1,1,3,2,1,1,1,2,2,2,2,2,2,3,4,1,6,7,2,3,3,1,1,1,1,1,1,1,1,1,2,2,2,2,1,1,1,1,1,2,1,2,5,1,2,1,1,1,1,1,1,1,1,2,1,1,1,1,2,1,2,1,2,1,1,1,2,200101010,25
5.325928498,2,1,1,1,1,1,1,1,5,1,2,1,1,1,1,2,1,1,1,1,1,2,2,2,3,2,,1,4,,2,1,1,1,1,1,1,1,2,1,2,3,2,2,2,1,1,2,1,2,2,1,1,1,1,2,1,1,,1,,1,1,2,2,2,1,1,2,1,1,1,2,1,,1,1,1,200101010,25
5.325928498,1,,5,4,3,7,2,8,4,3,2,6,3,1,1,1,3,3,1,1,2,1,3,1,2,4,1,6,5,1,4,5,4,2,3,4,2,3,3,2,3,2,2,2,3,2,3,4,1,2,1,2,3,1,1,2,3,1,2,3,1,1,2,1,2,1,1,2,3,1,2,1,2,,2,2,2,3,200101010,25
5.325928498,1,3,5,3,3,5,7,7,4,,1,2,4,1,4,1,3,4,4,3,1,2,2,2,3,3,3,1,1,1,,,,1,1,1,1,6,,,,,1,1,1,,,,,,,,,6,1,,5,,,2,,2,2,2,2,2,1,1,1,1,1,1,1,1,2,2,2,1,200101010,25
5.325928498,1,3,,4,6,7,5,5,6,3,1,4,3,3,4,,,3,1,3,,,3,2,2,3,2,2,3,2,3,2,2,1,1,2,1,3,4,2,3,1,3,,1,,,2,,2,2,,3,3,,,3,4,5,3,,,2,,3,2,5,2,,3,2,1,2,1,3,1,,2,200101010,25
5.325928498,1,5,4,3,8,2,2,2,2,,,7,3,3,3,1,2,3,4,3,2,2,1,2,3,4,,3,6,,,4,4,1,2,4,3,5,3,3,,1,1,2,1,1,,2,,2,2,3,4,4,1,2,1,1,3,1,1,2,3,1,4,3,1,3,2,3,,,2,2,,1,,,200101010,25
5.325928498,1,4,7,6,3,7,7,7,5,3,2,1,3,1,3,1,3,4,4,2,1,1,2,2,3,4,4,4,2,,4,1,,1,2,2,2,3,1,3,3,,1,2,3,1,2,3,1,2,3,,2,3,1,2,3,1,2,3,1,1,1,1,2,,1,1,1,2,1,2,,2,2,2,,4,200101010,25
5.325928498,1,3,3,4,3,7,7,3,7,3,2,6,2,3,,,1,4,4,,3,1,1,3,2,3,1,4,2,,4,3,3,,,4,,3,,3,2,4,2,,2,2,3,4,2,,2,3,3,4,,,3,2,4,2,,2,,2,,3,2,3,,2,3,2,,,2,4,3,2,200101010,25
5.325928498,1,,1,1,1,1,1,1,7,1,2,1,1,3,3,1,1,1,4,2,2,3,2,2,3,4,2,4,5,,1,2,1,1,,,3,2,,2,2,2,1,1,3,2,2,4,1,1,,2,2,3,1,2,3,1,2,2,1,2,1,1,2,1,1,2,2,1,1,1,1,1,2,1,2,2,200101010,25
5.325928498,2,1,1,1,1,,1,1,,2,2,1,1,3,2,2,2,2,2,,3,2,2,1,1,2,1,3,1,2,,3,2,2,4,5,1,2,2,2,1,2,3,2,1,2,1,2,2,1,2,2,4,5,,2,4,1,2,1,1,1,2,1,2,3,,,,1,2,1,2,1,,2,1,1,200101010,25
5.325928498,2,1,1,1,1,1,1,1,4,1,1,1,1,1,1,2,1,1,4,1,3,3,3,3,3,4,2,6,6,2,4,,,1,1,1,2,2,1,3,1,1,2,2,1,2,1,1,1,2,1,1,2,1,1,2,1,3,1,2,2,2,1,1,2,1,2,1,1,1,2,1,1,2,2,3,3,1,200101010,25
5.325928498,1,1,1,1,1,5,1,1,1,1,1,1,1,,4,1,1,3,2,1,1,1,,2,,1,2,3,1,1,2,4,,1,4,2,4,3,,5,1,1,,,1,1,,2,2,3,,1,1,3,1,,1,3,1,4,1,1,1,2,3,1,1,2,3,3,2,1,,,3,2,2,1,200101010,25
