FinalWgt,CR1,CR2,KWR3,CR4,CR5,KWR6,CR7,CR8,CR9,CR10,CR11,CR12,CR13,CR14,KWR15,CR16,CR17,CR18,CR19,CR20,CR21,CR22,CR23,CR24,CR25,CR26,KWR27,CR28,CR29,CR30,CR31,CR32,CR33,CR34,CR35,CR36,CR37,CR38,CR39,CR40,CR41,CR42,CR43,CR44,CR45,CR46,CR47,CR48,CR49,CR50,CR51,CR52,CR53,CR54,CR55,KWR56,Stratum,PSU
21.93144887,1,4,5,5,2,3,3,1,6,3,3,3,3,1,3,1,1,3,1,2,2,4,4,2,2,3,3,3,3,3,4,4,4,1,5,2,3,3,3,4,4,5,3,3,2,2,2,2,3,4,2,1,1,6,1,2,200901004,8
21.93144887,1,5,6,5,2,5,3,1,6,1,1,3,1,1,1,1,2,2,2,2,2,4,4,2,2,2,2,1,3,3,1,4,4,2,4,1,3,3,3,2,2,,2,2,2,2,1,2,3,4,2,1,1,5,1,2,200901004,8
21.93144887,1,6,,,1,1,1,2,1,1,1,1,1,1,1,2,2,2,2,2,2,4,4,1,1,3,1,1,2,3,2,4,4,1,1,1,2,2,2,1,1,3,3,1,2,2,3,3,2,1,2,1,1,4,1,2,200901004,8
21.93144887,2,1,1,1,1,1,1,1,4,1,1,6,1,1,3,2,1,2,2,2,2,4,4,2,2,1,1,1,2,2,4,4,4,1,1,1,1,1,1,1,1,1,1,2,2,2,1,2,2,2,2,1,1,6,1,2,200901004,8
21.93144887,2,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,2,2,2,2,3,4,4,1,1,1,1,1,3,3,2,4,4,1,1,1,1,1,1,1,1,1,1,3,3,2,2,1,2,3,2,1,1,5,1,2,200901004,8
21.93144887,2,1,1,1,1,1,1,2,1,1,1,1,1,1,1,2,2,2,2,2,2,4,4,1,1,1,1,1,1,1,4,4,4,1,2,1,1,1,1,1,1,1,2,3,2,2,2,2,2,3,2,1,1,5,1,2,200901004,8
21.93144887,2,1,1,1,1,1,1,2,1,1,1,1,1,1,1,2,2,2,2,2,2,4,4,1,1,1,1,1,3,3,3,4,4,1,1,1,1,1,1,1,1,1,2,3,3,2,2,2,2,3,2,1,1,4,1,2,200901004,8
21.93144887,2,1,1,1,1,1,1,2,1,1,1,1,1,1,1,2,2,2,2,2,2,4,4,1,1,1,2,1,2,3,4,4,4,1,2,1,1,1,1,1,1,1,2,3,2,2,2,2,2,3,2,1,1,4,1,2,200901004,8
21.93144887,2,1,1,1,1,1,1,2,1,1,1,1,1,1,1,2,2,2,2,2,3,4,4,1,1,1,1,1,3,3,3,4,4,1,1,1,1,1,1,1,1,4,2,3,2,2,2,2,2,3,2,1,1,4,1,2,200901004,8
21.93144887,2,1,1,1,1,1,1,2,1,1,1,1,1,1,1,2,2,2,2,2,3,4,4,1,1,3,1,1,2,3,2,3,4,1,2,1,1,1,1,1,1,1,2,2,3,2,2,3,1,3,2,2,3,4,1,2,200901004,8
21.93144887,2,1,1,1,1,1,1,2,1,1,1,1,1,1,1,2,2,2,2,2,3,4,4,2,1,2,1,1,1,3,4,3,3,1,2,1,1,1,1,1,1,1,2,3,2,2,2,2,3,4,2,1,1,4,1,2,200901004,8
21.93144887,2,1,1,1,1,1,1,2,1,1,1,1,1,1,1,2,2,2,3,2,3,4,4,1,1,2,2,2,3,3,2,4,4,1,1,1,1,1,1,1,1,1,3,3,3,2,2,2,2,3,2,1,1,4,1,2,200901004,8
21.93144887,2,1,1,1,1,1,1,2,1,1,1,1,1,1,1,2,2,2,3,2,3,4,4,2,2,1,1,1,1,1,2,4,4,1,1,1,1,1,1,1,1,1,1,2,2,2,2,1,2,3,2,1,1,4,1,2,200901004,8
21.93144887,2,1,1,1,1,1,1,2,1,1,1,1,1,3,1,1,2,2,2,2,3,4,4,1,1,1,1,1,3,1,4,4,3,3,2,1,1,1,1,1,1,1,3,3,2,2,2,3,3,4,2,1,1,5,1,2,200901004,8
21.93144887,2,1,,,1,5,1,2,1,1,1,1,2,3,3,2,2,2,2,2,3,4,4,3,2,2,2,1,1,2,2,3,3,2,1,1,1,1,3,1,1,4,1,3,2,2,2,2,1,2,2,1,1,5,1,2,200901004,8
21.93144887,,,1,1,1,1,1,2,1,1,1,1,1,1,1,2,2,2,1,2,3,4,4,2,1,1,1,1,1,1,4,3,3,1,2,1,1,1,1,1,1,1,3,2,2,2,3,3,3,4,2,2,1,5,1,2,200901004,8
22.7289561,1,1,,,2,1,1,2,1,2,1,2,1,2,1,2,1,2,1,2,1,2,1,2,1,2,1,2,1,2,1,2,1,2,1,2,1,2,1,2,1,2,1,2,1,2,1,2,1,2,1,2,1,2,1,2,200901004,8
23.67908663,1,,2,2,2,3,2,2,1,1,1,1,1,3,1,1,1,3,1,2,3,4,4,4,2,3,2,2,3,3,4,4,4,5,5,2,2,2,2,1,1,2,2,3,2,2,2,2,1,2,2,3,,1,2,,200901004,8
24.84426763,1,1,1,1,1,1,1,2,1,1,1,1,1,3,3,1,1,3,2,1,3,4,4,2,2,3,2,2,2,1,2,4,4,5,3,1,1,1,3,1,1,4,2,3,3,2,1,3,1,1,2,2,3,4,1,1,200901004,8
24.84426763,1,5,2,2,,2,1,2,1,1,1,1,1,3,3,2,2,1,1,2,1,4,4,2,1,3,1,3,1,2,4,4,2,5,5,1,3,3,3,1,3,3,2,2,2,2,1,1,2,3,2,1,3,4,1,1,200901004,8
24.84426763,1,5,4,3,2,2,3,1,5,3,3,3,3,3,,1,1,1,3,2,3,4,4,2,2,3,3,3,2,3,4,4,4,5,5,1,3,4,3,4,4,4,3,3,3,2,2,2,2,3,2,3,3,4,1,1,200901004,8
24.84426763,1,5,6,4,2,3,3,1,1,5,4,,,3,3,1,1,3,1,3,3,4,4,,2,4,4,4,1,3,2,4,3,3,5,1,3,2,3,3,3,5,3,4,2,1,2,2,2,3,1,2,2,3,1,1,200901004,8
24.84426763,1,5,6,5,2,5,2,1,5,2,3,3,2,1,1,2,2,2,3,1,2,4,4,4,4,3,3,3,3,3,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,4,1,1,200901004,8
24.84426763,1,6,2,2,5,3,2,2,1,1,1,1,1,1,1,,1,3,1,1,2,1,2,3,1,3,3,,1,3,2,3,1,1,1,2,2,1,3,1,2,3,1,1,3,2,2,2,2,2,1,3,2,4,1,1,200901004,8
24.84426763,2,1,1,1,1,1,1,2,1,1,1,1,1,1,1,2,2,2,1,2,3,4,4,1,1,1,1,1,3,3,4,4,4,1,1,1,1,1,1,1,1,1,1,1,2,2,2,1,2,1,2,3,3,3,1,1,200901004,8
24.84426763,2,1,1,1,1,1,1,2,1,1,1,1,1,1,1,2,2,2,2,2,1,4,4,1,1,1,1,1,3,3,4,4,4,5,5,2,1,1,1,1,1,1,3,3,2,2,1,1,1,4,2,1,1,3,1,1,200901004,8
24.84426763,2,1,1,1,1,1,1,2,1,1,1,1,1,1,1,2,2,2,2,2,1,4,4,2,1,1,1,1,1,1,3,3,4,1,1,2,1,1,1,1,1,2,2,2,3,2,2,2,3,3,2,3,3,3,1,1,200901004,8
24.84426763,2,1,1,1,1,1,1,2,1,1,1,1,1,1,1,2,2,2,2,2,2,4,4,1,1,1,1,1,3,3,3,4,4,1,3,1,1,1,1,1,1,1,1,2,2,2,2,1,2,2,2,2,1,3,1,1,200901004,8
24.84426763,2,1,1,1,1,1,1,2,1,1,1,1,1,1,1,2,2,2,2,2,2,4,4,1,1,1,1,1,6,6,4,4,4,1,2,1,1,1,1,1,1,1,2,3,2,2,2,2,3,4,2,1,1,4,1,1,200901004,8
24.84426763,2,1,1,1,1,1,1,2,1,1,1,1,1,1,1,2,2,2,2,2,3,4,4,1,1,1,1,1,2,2,1,4,4,1,1,1,1,1,1,1,1,1,1,3,3,2,2,2,3,4,2,1,1,4,1,1,200901004,8
24.84426763,2,1,1,1,1,1,1,2,1,1,1,1,1,1,1,2,2,2,2,2,3,4,4,1,1,1,1,1,3,3,3,4,4,1,2,1,1,1,1,1,1,1,2,3,2,1,1,2,2,2,2,1,2,4,1,1,200901004,8
24.84426763,2,1,1,1,1,1,1,2,1,1,1,1,1,1,1,2,2,2,3,2,3,4,4,1,1,1,1,1,3,6,4,4,4,1,1,1,1,1,1,1,1,1,3,1,2,2,3,3,3,1,2,2,2,3,1,1,200901004,8
24.84426763,2,1,1,1,1,1,1,2,1,1,1,1,1,1,1,2,2,2,3,2,3,4,4,2,1,1,1,1,2,2,4,4,4,1,3,1,1,1,1,1,1,1,3,1,3,2,2,1,1,1,2,2,2,3,1,1,200901004,8
24.84426763,2,1,1,1,1,1,1,2,1,1,1,1,1,1,1,2,2,3,2,2,3,4,4,1,1,1,1,1,3,3,4,4,4,1,1,1,1,1,1,1,1,1,2,2,2,2,3,3,3,4,2,2,2,3,1,1,200901004,8
24.84426763,2,1,1,1,1,1,1,2,1,1,1,1,1,3,1,2,2,2,3,2,3,4,4,1,1,1,1,1,1,1,2,4,4,5,1,1,1,1,1,1,1,1,2,3,3,2,3,1,3,4,2,2,2,4,1,1,200901004,8
24.84426763,2,1,1,1,1,1,1,2,1,1,1,1,1,3,3,1,2,2,2,2,2,4,4,2,2,1,3,,2,2,4,4,4,5,1,2,1,1,1,1,1,1,1,2,2,2,1,3,3,4,2,2,3,3,1,1,200901004,8
24.84426763,2,1,1,1,1,1,1,2,1,1,1,1,1,3,3,2,2,2,2,2,3,4,4,1,1,1,1,1,3,3,4,4,4,1,1,2,1,1,1,1,1,,1,1,2,2,3,3,3,1,2,2,3,3,1,1,200901004,8
24.84426763,2,1,1,1,1,1,1,2,1,1,1,1,1,3,3,2,2,2,3,3,3,4,4,1,1,1,1,1,3,1,3,4,4,2,2,1,1,1,1,1,1,1,1,2,2,2,1,1,1,2,2,1,1,3,1,1,200901004,8
24.84426763,2,1,1,1,1,1,1,2,1,1,1,1,2,2,2,2,2,2,2,2,1,4,4,2,1,1,1,1,3,3,4,4,4,1,1,2,1,1,1,1,1,1,1,3,2,2,2,2,2,3,2,1,1,4,1,1,200901004,8
26.04359553,1,2,1,1,1,1,1,2,1,1,1,1,1,3,5,2,2,2,2,2,3,4,4,1,1,1,1,1,3,1,1,4,4,5,1,1,1,1,1,1,1,1,2,4,3,2,2,2,2,4,2,2,1,4,1,2,200901004,8
26.04359553,1,3,1,1,1,1,1,2,1,1,1,1,1,1,1,2,2,2,1,1,3,4,4,2,1,1,1,3,2,3,4,4,4,1,3,1,1,1,1,1,1,1,2,3,2,2,3,2,2,3,2,1,1,5,1,2,200901004,8
26.04359553,1,5,1,1,1,1,1,1,5,2,3,6,1,1,3,2,2,3,3,2,3,4,4,1,1,3,3,2,3,1,4,4,3,2,3,1,2,2,4,4,4,4,3,3,2,2,2,1,2,2,1,1,1,5,1,2,200901004,8
26.04359553,1,5,1,1,1,1,1,2,1,1,1,1,1,3,1,1,2,2,2,2,1,4,4,1,1,1,1,1,2,3,2,4,4,1,1,1,1,1,1,1,1,1,2,3,2,2,2,3,2,3,2,1,1,4,1,2,200901004,8
26.04359553,1,5,1,1,1,3,1,2,1,1,1,1,1,1,1,2,2,3,3,3,1,3,4,3,1,3,1,2,1,2,4,3,4,1,2,1,2,1,1,1,1,4,2,3,2,2,2,2,2,3,2,1,1,4,1,2,200901004,8
26.04359553,1,5,2,2,7,5,1,2,1,1,1,1,1,1,1,2,2,2,2,2,2,4,4,2,1,1,1,1,1,3,4,4,4,1,3,1,3,1,2,1,1,3,1,2,2,2,1,2,2,2,2,1,3,6,1,2,200901004,8
26.04359553,1,6,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,2,1,3,3,4,2,1,2,2,3,3,1,4,4,4,1,5,1,2,4,4,1,1,5,3,4,2,2,2,2,1,1,2,1,1,5,1,2,200901004,8
26.04359553,2,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,2,2,4,4,1,1,1,1,1,1,1,2,4,4,1,4,1,1,1,1,1,1,1,2,3,3,2,2,1,3,3,2,1,1,5,1,2,200901004,8
26.04359553,2,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,3,3,3,4,4,2,1,1,1,1,1,1,4,4,1,1,1,1,1,1,1,1,1,1,1,1,2,2,1,1,1,1,2,1,1,5,1,2,200901004,8
26.04359553,2,1,1,1,1,1,1,2,1,1,1,1,1,1,1,2,2,2,1,1,3,4,4,2,1,1,1,1,2,1,3,4,4,1,1,1,1,1,1,1,1,1,3,3,3,2,2,1,3,1,2,1,1,7,1,2,200901004,8
26.04359553,2,1,1,1,1,1,1,2,1,1,1,1,1,1,1,2,2,2,2,2,2,4,4,1,1,1,1,1,1,1,4,4,4,1,1,1,1,1,1,1,1,1,3,3,3,2,3,3,2,4,2,1,1,4,1,2,200901004,8
26.04359553,2,1,1,1,1,1,1,2,1,1,1,1,1,1,1,2,2,2,2,2,3,4,4,2,1,1,1,1,1,3,2,4,4,1,1,1,1,1,1,1,1,1,3,3,3,2,2,3,3,4,2,1,1,4,1,2,200901004,8
26.04359553,2,1,1,1,1,1,1,2,1,1,1,1,1,1,1,2,2,2,3,3,2,4,4,1,1,1,1,1,1,1,3,4,4,1,1,1,1,1,1,1,1,1,3,3,3,2,3,3,3,1,2,1,1,5,1,2,200901004,8
26.04359553,2,1,1,1,1,1,1,2,1,1,1,1,1,1,1,2,2,2,3,3,3,4,4,1,1,1,1,1,1,1,4,4,4,1,1,1,1,1,1,1,1,1,2,1,2,2,2,2,3,2,2,1,1,5,1,2,200901004,8
26.04359553,2,1,1,1,1,1,1,2,1,1,1,1,1,3,1,2,2,2,2,2,2,4,4,1,1,1,1,1,3,3,4,4,4,1,1,1,1,1,1,1,1,1,2,2,2,2,2,3,2,3,2,1,1,4,1,2,200901004,8
26.04359553,2,1,1,1,1,1,1,2,1,1,1,1,1,3,3,1,2,2,1,3,3,4,4,1,1,1,1,1,1,1,3,3,3,1,1,1,1,1,1,1,1,1,3,3,3,1,2,1,3,1,2,1,1,5,1,2,200901004,8
26.04359553,2,1,1,1,1,1,1,2,2,1,1,1,1,3,1,2,2,1,1,1,3,4,4,2,1,1,1,1,1,1,2,4,4,1,1,2,4,4,1,1,1,1,1,3,3,1,1,1,1,1,2,1,1,4,1,2,200901004,8
26.04359553,2,1,1,1,1,1,3,2,1,1,1,1,1,1,1,1,1,1,1,1,3,4,4,4,2,1,1,1,3,3,2,4,4,5,5,2,1,1,1,1,1,1,3,3,2,2,3,1,2,4,1,1,1,5,1,2,200901004,8
28.11891538,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,3,1,3,4,4,2,2,1,2,1,2,2,4,4,4,1,2,1,1,1,1,1,1,1,3,2,2,2,2,2,3,4,2,1,1,5,2,2,200901004,8
28.46738999,2,1,1,1,1,1,1,2,1,1,1,1,1,3,1,2,2,2,2,2,2,4,4,1,1,1,1,1,3,2,3,4,4,2,3,1,1,1,1,1,1,1,3,4,2,2,3,3,3,4,2,3,2,4,1,1,200901004,8
32.41805071,1,3,7,4,2,8,3,1,4,3,3,3,3,3,3,2,2,3,3,3,2,4,4,2,2,4,4,3,1,1,3,3,3,1,5,2,4,4,3,4,4,5,2,1,2,2,1,1,2,1,2,1,1,6,1,3,200901004,8
32.41805071,1,4,7,5,6,3,2,1,6,2,2,6,2,1,1,2,2,3,2,2,3,3,4,2,2,3,3,2,2,2,3,3,3,1,1,1,3,4,3,3,,4,2,4,2,2,2,2,2,3,2,1,1,6,1,3,200901004,8
19.95366781,1,1,1,1,1,1,1,2,1,1,1,1,1,3,1,1,2,2,2,2,3,4,4,2,2,1,1,1,3,3,4,4,4,5,5,1,1,1,1,1,1,1,3,1,2,2,3,2,3,1,2,1,2,3,2,1,200901005,9
19.95366781,1,1,1,1,1,1,1,2,1,1,1,1,1,3,3,2,2,2,3,3,1,4,4,1,1,1,1,1,3,3,4,4,4,5,5,1,1,1,1,1,1,1,3,3,3,2,3,2,3,1,2,1,,,2,1,200901005,9
19.95366781,1,5,1,1,6,1,3,1,5,1,1,6,1,2,1,1,1,2,2,2,1,4,4,1,1,1,1,1,3,3,2,4,4,5,5,1,2,2,2,2,2,4,1,2,2,1,1,2,1,1,2,3,2,6,2,1,200901005,9
19.95366781,1,6,2,3,6,2,1,2,6,2,2,6,1,2,4,1,1,3,3,2,3,4,4,1,1,2,2,2,2,2,3,4,,4,5,1,2,2,2,2,3,4,2,3,3,1,2,2,2,3,1,1,1,5,2,1,200901005,9
19.95366781,2,1,1,1,1,,1,1,5,1,2,1,1,3,2,1,2,2,2,2,3,3,3,1,1,1,3,1,1,1,3,2,3,3,4,1,1,3,1,2,1,1,3,2,2,2,3,2,2,2,2,2,1,3,2,1,200901005,9
19.95366781,2,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,2,3,2,4,4,1,1,1,1,1,3,3,4,3,3,5,5,1,1,1,1,1,1,1,2,2,3,2,2,1,2,3,2,3,3,4,2,1,200901005,9
19.95366781,2,1,1,1,1,1,1,1,5,1,2,2,2,1,1,2,2,3,3,2,2,4,4,2,2,1,3,2,3,1,4,2,2,1,1,1,2,1,3,1,4,4,2,3,2,2,2,2,2,3,2,1,1,3,2,1,200901005,9
19.95366781,2,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,2,2,2,,4,4,1,1,1,1,1,2,2,4,4,4,1,,,1,1,1,1,1,1,2,2,2,1,2,2,2,2,2,2,3,3,2,1,200901005,9
19.95366781,2,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,2,2,2,1,4,4,1,1,1,1,1,3,3,4,4,4,1,2,1,1,1,1,1,1,1,2,3,3,2,2,2,3,3,2,2,2,4,2,1,200901005,9
19.95366781,2,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,2,3,3,2,2,4,4,2,2,2,1,2,2,2,3,4,4,3,2,1,1,1,1,1,1,1,1,2,2,2,1,2,2,2,2,1,1,4,2,1,200901005,9
19.95366781,2,1,1,1,1,1,1,2,1,1,1,1,1,1,1,2,2,2,1,2,2,4,3,1,1,1,1,1,2,3,2,4,3,1,1,1,1,1,1,1,1,1,2,3,2,2,2,3,1,3,2,3,1,4,2,1,200901005,9
19.95366781,2,1,1,1,1,1,1,2,1,1,1,1,1,1,1,2,2,2,2,2,3,4,4,1,1,1,1,1,3,3,4,4,4,1,1,1,2,2,3,1,1,3,3,1,2,2,3,1,1,1,2,3,3,4,2,1,200901005,9
19.95366781,2,1,1,1,1,1,1,2,1,1,1,1,1,1,1,2,2,2,3,3,3,4,4,1,1,1,1,1,1,1,4,4,4,1,1,1,1,1,1,1,1,1,1,1,3,2,2,2,2,1,2,3,2,3,2,1,200901005,9
19.95366781,2,1,1,1,1,1,1,2,1,1,1,1,1,1,1,2,2,3,3,3,3,3,3,1,1,1,1,1,2,2,4,3,3,1,1,1,1,1,1,1,1,1,3,3,2,1,2,3,2,3,2,2,2,4,2,1,200901005,9
19.95366781,2,1,1,1,1,1,1,2,1,1,1,1,1,3,1,1,1,2,3,2,2,4,4,1,1,1,1,1,2,3,1,2,2,1,2,1,1,1,1,1,1,1,3,1,3,2,3,3,3,1,2,2,3,6,2,1,200901005,9
19.95366781,2,1,1,1,1,1,1,2,1,1,1,1,1,3,1,1,1,3,2,2,3,4,4,1,1,1,1,1,3,3,4,4,4,5,2,1,1,1,1,1,1,1,2,2,2,2,2,1,3,2,2,1,2,4,2,1,200901005,9
19.95366781,2,1,1,1,1,1,1,2,1,1,1,1,1,3,1,1,2,2,2,2,3,4,4,3,3,1,1,1,1,1,1,4,4,5,5,1,1,1,1,1,1,1,3,2,2,1,2,1,3,3,2,1,1,3,2,1,200901005,9
19.95366781,2,1,1,1,1,1,1,2,1,1,1,1,1,3,3,2,2,2,2,2,2,4,4,1,1,1,1,1,3,3,4,4,4,3,2,1,1,1,1,1,1,1,2,3,3,2,2,2,1,3,2,3,1,3,2,1,200901005,9
19.95366781,2,1,1,1,7,2,2,1,2,1,1,1,3,1,3,2,2,2,1,1,2,4,4,1,1,1,1,1,3,3,3,4,4,1,1,1,1,1,1,1,1,1,2,3,2,2,2,1,1,3,2,1,2,3,2,1,200901005,9
20.38048231,1,,2,3,5,1,1,2,1,1,1,1,1,3,3,2,2,2,3,3,2,4,4,2,1,1,1,1,2,2,3,4,4,5,1,1,2,2,2,1,1,4,1,2,2,1,1,3,1,2,1,1,1,1,,2,200901005,9
20.41592663,2,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,2,2,2,2,4,2,4,2,1,1,1,1,2,3,4,4,1,1,1,3,1,1,1,1,1,1,2,2,2,1,1,1,2,2,1,1,1,,2,200901005,9
20.41592663,2,1,1,1,1,1,1,2,1,1,1,1,1,1,1,2,2,2,3,3,3,4,4,1,1,1,1,1,2,2,4,3,3,1,1,1,1,1,1,1,1,1,1,3,3,2,2,2,2,3,2,3,1,,,2,200901005,9
20.45459316,2,1,1,1,1,1,1,2,1,1,1,1,1,3,3,1,1,2,2,2,3,4,4,1,1,1,1,1,1,1,4,4,4,5,5,2,1,1,1,1,1,1,2,3,2,2,2,2,3,3,2,2,1,,,2,200901005,9
20.86065271,1,1,1,1,1,1,1,2,1,1,1,1,1,3,5,1,1,3,3,3,3,4,3,2,2,2,2,3,2,3,2,3,3,5,5,1,1,1,1,1,1,1,3,3,3,2,3,2,2,3,2,3,3,3,2,1,200901005,9
20.86065271,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,3,2,3,3,4,2,2,1,,1,6,1,3,4,3,4,1,1,2,1,1,1,1,1,2,3,2,2,2,2,1,3,,2,3,3,2,1,200901005,9
20.86065271,1,4,,,7,1,3,1,4,1,1,3,3,4,4,2,2,3,3,2,2,4,4,2,3,1,1,3,2,3,1,4,4,2,1,1,2,3,2,2,4,3,3,2,2,2,1,2,2,3,2,1,1,3,2,1,200901005,9
20.86065271,1,5,1,1,1,5,3,1,5,2,2,2,1,2,2,1,1,2,2,2,3,4,4,1,1,3,3,1,3,3,4,4,4,5,1,2,2,3,3,2,2,3,3,3,3,2,2,1,2,1,2,1,1,4,2,1,200901005,9
20.86065271,1,6,,,1,1,1,,6,2,3,2,3,1,1,1,2,1,3,3,3,4,4,2,2,4,4,4,5,4,1,4,4,5,5,,2,2,3,4,4,5,1,2,2,2,1,1,1,2,1,2,1,5,2,1,200901005,9
20.86065271,2,1,1,1,,,1,1,1,1,1,1,1,3,1,2,2,3,3,2,2,4,4,,1,1,1,1,3,2,2,4,4,5,5,1,1,1,1,1,1,1,1,2,2,2,2,1,1,3,2,1,1,5,2,1,200901005,9
20.86065271,2,1,1,1,1,1,1,1,1,1,1,1,1,1,3,1,1,2,1,1,2,4,4,1,1,1,1,1,3,3,4,4,4,4,4,2,4,4,4,4,4,1,1,2,4,2,1,1,1,2,2,1,1,4,2,1,200901005,9
20.86065271,2,1,1,1,1,1,1,1,1,1,1,1,1,3,4,1,1,3,3,1,3,4,4,1,1,2,2,2,5,3,4,2,3,5,5,1,1,1,3,1,3,4,1,3,2,2,1,2,2,3,1,3,1,4,2,1,200901005,9
20.86065271,2,1,1,1,1,1,1,1,6,2,3,2,1,1,3,2,2,1,3,2,2,4,4,1,1,2,3,1,3,3,2,3,3,1,1,1,3,1,1,2,2,1,1,2,2,2,2,1,2,2,2,1,1,4,2,1,200901005,9
20.86065271,2,1,1,1,1,1,1,2,1,1,1,1,1,1,1,2,2,2,2,2,1,4,4,1,1,1,1,1,2,2,2,3,3,1,1,1,1,1,1,1,1,1,1,1,2,2,1,1,2,1,2,3,3,3,2,1,200901005,9
20.86065271,2,1,1,1,1,1,1,2,1,1,1,1,1,1,3,2,2,2,3,2,2,4,4,1,1,1,1,1,3,3,4,3,3,1,1,1,1,1,1,1,1,1,1,3,2,1,2,2,2,3,2,1,2,3,2,1,200901005,9
20.86065271,2,1,1,1,1,1,1,2,1,1,1,1,1,3,2,1,2,2,3,2,2,4,3,2,1,3,2,2,1,1,4,3,2,3,1,1,2,1,1,1,1,1,3,1,2,1,3,2,1,1,2,1,1,3,2,,200901005,9
20.86065271,2,1,1,1,1,1,1,2,1,1,1,1,1,3,3,2,2,1,1,1,3,3,3,3,3,4,4,3,6,6,3,3,3,3,3,2,1,1,1,1,1,1,3,3,3,2,2,2,2,3,2,1,1,3,2,1,200901005,9
20.86065271,2,1,1,1,1,1,1,2,1,1,1,1,1,3,3,2,2,2,2,2,3,4,4,1,1,1,1,1,3,1,4,4,4,5,1,1,1,1,1,1,1,,3,3,2,2,2,2,2,3,2,3,2,4,2,1,200901005,9
20.86065271,2,1,1,1,1,1,1,2,1,1,1,1,1,3,3,2,2,2,3,2,2,4,4,1,1,1,1,1,1,3,3,4,4,5,4,1,1,1,1,1,1,1,2,4,3,2,2,2,2,1,2,1,1,3,2,1,200901005,9
20.86065271,2,1,1,1,1,1,1,2,1,1,1,1,1,3,5,1,2,3,1,1,2,3,3,1,3,3,3,3,5,5,3,3,3,1,1,2,1,1,1,1,1,4,2,3,2,2,2,2,2,3,2,3,1,3,2,1,200901005,9
20.86065271,2,1,1,1,1,1,1,2,1,1,1,1,1,3,5,2,2,2,2,2,3,4,4,1,1,1,1,1,3,3,4,4,4,1,1,1,1,1,1,1,1,1,2,3,2,2,3,3,2,3,2,3,3,3,2,1,200901005,9
20.86065271,2,1,1,1,1,1,2,1,1,1,1,1,1,1,1,2,2,2,2,2,2,4,4,1,1,1,1,1,3,3,4,3,3,1,1,1,1,1,1,1,1,1,2,2,2,2,2,1,1,2,,1,2,4,2,1,200901005,9
21.38613971,1,4,1,1,1,1,1,1,4,1,1,1,1,,5,2,2,3,3,3,3,4,1,3,1,,,1,2,1,1,2,4,3,1,,2,,,1,2,1,1,3,1,1,1,1,1,2,1,1,1,3,1,1,200901005,9
21.38613971,2,1,1,1,1,1,1,2,1,1,1,1,1,3,1,2,2,3,2,2,1,4,2,1,1,1,1,1,1,3,2,2,2,5,5,,1,1,1,1,1,1,3,1,2,2,3,3,1,2,2,2,3,2,1,1,200901005,9
21.38613971,,,1,1,1,1,1,2,4,1,1,2,1,1,1,1,2,2,1,3,2,4,2,1,1,3,3,3,1,1,4,4,1,1,3,2,4,4,3,4,3,2,2,1,2,2,2,1,1,1,2,1,2,4,1,1,200901005,9
22.00452917,1,5,1,1,1,1,1,1,5,1,1,6,1,1,1,1,1,3,3,3,3,4,4,2,2,3,3,3,6,6,2,4,4,2,4,1,4,4,3,4,4,3,3,1,2,2,2,2,3,1,2,2,1,4,2,2,200901005,9
22.00452917,1,5,2,2,2,3,3,1,4,2,2,6,2,1,4,1,1,2,3,2,3,4,4,2,2,3,3,2,3,2,2,4,4,2,2,1,2,2,2,2,2,3,2,3,2,2,2,1,1,3,2,1,1,5,2,2,200901005,9
22.00452917,1,5,2,4,5,3,3,2,1,1,1,1,1,1,1,2,2,1,3,3,3,3,3,2,2,4,3,4,6,1,2,4,3,1,2,2,4,4,4,1,1,3,2,3,2,2,1,1,1,3,2,1,1,4,2,2,200901005,9
22.00452917,1,6,1,1,1,1,1,1,6,2,2,6,1,1,1,1,2,3,3,3,2,4,4,2,1,3,3,3,3,3,2,4,4,5,5,1,3,3,3,3,3,4,2,3,2,2,2,1,3,3,2,1,1,5,2,2,200901005,9
22.00452917,1,6,1,1,1,1,1,2,1,1,1,1,1,1,1,1,2,2,2,2,1,4,4,2,2,3,1,2,1,2,4,4,4,2,4,1,2,3,4,1,1,3,2,3,2,2,1,1,1,2,1,1,1,5,2,2,200901005,9
22.00452917,1,6,2,3,3,2,1,1,6,2,2,2,1,3,3,1,1,2,1,1,3,4,4,3,3,3,3,1,2,2,3,4,4,5,5,1,3,2,3,3,2,5,1,2,2,2,1,1,1,4,2,1,1,5,2,2,200901005,9
