FinalWgt,CR1,CR2,BHR3,BHR4,OR1,BHR6,BHR7,CR5,CR6,CR7,CR8,CR9,CR10,CR11,CR12,CR13,CR14,CR15,CR16,CR17,CR18,CR19,CR20,CR21,CR22,CR23,CR24,CR25,BHR29,CR27,CR28,BHR32,CR30,CR31,CR32,CR33,OR25,OR31,CR34,CR35,CR36,CR37,CR38,CR39,CR40,CR41,CR42,CR43,SR1,SR2,SR3,SR4,SR5,SR6,SR7,SR8,SR9,SR10,SR11,SR12,SR13,SR14,SLR1,SLR2,SLR3,SLR4,SLR5,SLR6,SLR7,SLR8,SLR9,BHR72,SLR11,SLR13,SLR14,SLR15,SLR16,SLR17,ELR1,BHR80,OR45,OR46,OR47,OR48,OR49,OR53,OR55,OR57,OR58,OR59,OR60,OR61,BHR93,OR23,OR24,Stratum,PSU
22.55092711,7,1,3,2,1,5,8,1,1,1,1,2,2,2,2,2,2,2,1,1,1,2,1,1,1,1,2,2,1,2,2,1,2,1,2,1,,2,1,1,1,2,2,1,2,1,2,1,2,2,2,1,2,1,1,1,1,,,,1,1,1,1,1,1,1,2,1,,,,2,2,2,1,2,2,1,2,2,1,1,1,2,1,2,1,2,2,2,1,2,1,2,201501007,13
22.55092711,7,1,3,4,1,5,4,1,6,1,1,2,2,2,2,2,2,1,1,1,1,1,1,1,2,4,1,1,1,1,1,4,2,1,2,2,2,1,1,1,3,2,2,1,1,4,2,5,2,1,1,1,1,1,1,1,1,2,1,1,2,5,1,1,1,1,1,1,1,1,1,1,1,2,1,1,2,1,1,1,1,1,1,1,3,,1,2,2,3,3,1,1,,1,201501007,13
24.54764611,2,1,2,2,1,7,6,2,1,1,1,2,2,1,1,1,2,,1,1,1,5,3,2,1,4,1,2,1,1,2,2,1,1,1,2,1,2,1,3,1,1,2,1,3,4,2,3,2,1,1,1,1,1,4,1,1,3,1,2,3,5,5,1,1,1,1,1,1,1,1,1,1,2,4,,,5,1,2,3,2,2,1,1,4,,1,3,3,3,,5,4,,201501007,13
24.54764611,3,1,,4,1,7,5,2,1,1,1,2,2,1,1,2,2,1,1,1,1,1,3,4,1,4,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,2,1,,1,3,1,2,1,1,1,1,1,4,1,1,1,1,4,3,5,1,1,1,1,1,1,1,1,1,1,1,2,1,4,3,5,1,2,1,1,3,3,3,4,2,3,1,2,2,1,1,1,1,201501007,13
24.54764611,3,1,2,2,1,2,3,2,1,1,1,2,2,1,1,2,2,1,1,1,1,,1,,1,2,2,2,1,1,1,4,1,1,2,3,1,2,2,1,2,,,4,,1,2,,1,2,3,1,2,3,1,2,3,1,2,3,1,2,3,1,2,3,1,2,3,1,2,3,1,2,3,1,2,3,1,2,3,1,2,3,1,2,,1,2,3,1,2,3,4,2,201501007,13
24.54764611,3,1,2,3,1,5,5,2,1,1,1,2,2,1,1,2,2,1,1,1,1,1,1,1,1,4,1,1,1,1,1,4,2,3,3,1,2,3,1,1,3,2,2,1,1,2,2,5,2,1,1,1,1,1,1,1,1,3,1,3,2,5,1,1,1,1,1,1,1,1,1,1,1,2,1,4,2,5,2,2,1,1,3,2,2,4,2,1,3,2,3,1,1,5,1,201501007,13
24.54764611,3,1,2,3,1,6,6,2,1,1,1,2,2,1,1,2,2,1,1,1,1,1,1,1,1,4,1,1,1,1,1,2,2,2,1,1,1,1,1,2,3,2,2,1,1,3,3,5,2,1,1,1,1,1,4,1,1,1,1,1,3,5,1,1,1,1,1,1,1,1,1,1,1,2,1,1,3,4,1,2,,1,2,1,2,4,1,1,1,4,4,1,1,,2,201501007,13
24.54764611,3,1,2,3,2,2,5,2,1,1,1,2,2,1,1,2,2,1,1,1,1,2,1,1,2,4,1,1,1,1,1,4,2,2,1,1,2,2,1,2,3,2,2,1,1,3,2,5,2,1,1,1,1,1,4,1,1,1,1,3,2,5,1,1,1,1,1,1,1,1,1,1,1,2,1,3,2,5,2,2,1,1,3,2,2,4,2,2,1,,4,2,1,1,1,201501007,13
24.54764611,3,1,2,4,1,5,6,2,1,1,1,1,1,1,1,2,2,1,1,1,1,5,3,1,1,4,2,2,1,1,1,4,1,1,2,2,1,2,2,1,2,1,2,2,2,1,2,2,,2,1,1,2,1,2,2,2,1,2,1,2,2,1,2,1,2,1,1,1,2,2,1,1,2,2,3,1,2,1,2,2,1,1,1,2,2,1,2,1,1,2,2,1,1,2,201501007,13
24.54764611,3,1,2,4,1,8,5,1,5,1,1,1,2,2,1,2,2,2,2,2,3,1,1,2,1,4,1,1,1,1,1,2,1,3,3,1,1,3,3,3,1,2,2,1,1,3,2,5,2,1,1,1,1,1,4,1,1,3,1,1,1,5,1,1,1,1,1,1,3,1,2,3,3,2,1,1,2,3,1,2,2,1,1,1,2,3,2,1,1,2,3,1,3,2,,201501007,13
24.54764611,4,1,,4,4,1,1,1,2,7,4,1,1,4,3,1,1,2,,,4,1,,1,1,,,1,2,2,4,2,2,2,1,2,2,1,,1,2,2,1,4,1,1,1,4,1,7,7,,1,2,1,,,1,1,1,2,1,2,3,2,4,7,4,4,4,,,,1,4,1,2,1,1,1,1,4,1,2,2,1,1,1,1,1,2,2,5,4,2,201501007,13
24.54764611,4,1,2,1,1,6,8,1,4,1,,,1,1,1,2,,,2,2,3,2,5,2,1,3,1,2,1,1,1,1,1,2,1,1,2,1,,2,2,1,2,1,1,2,1,1,1,5,2,1,1,1,2,3,2,1,1,1,1,1,1,1,1,1,1,1,2,1,2,1,2,1,2,2,2,3,2,1,,2,1,1,1,2,1,1,1,4,4,1,1,1,2,201501007,13
24.54764611,4,1,2,2,1,4,3,2,1,1,1,2,2,1,1,2,2,1,1,1,1,1,1,2,1,4,2,2,1,1,1,4,1,2,2,1,1,2,3,1,3,2,2,1,1,3,2,5,2,1,1,1,1,1,4,1,1,2,1,3,2,5,1,1,1,1,1,1,1,1,1,1,1,2,1,3,2,5,2,2,1,1,3,1,2,4,1,1,1,3,3,1,1,1,1,201501007,13
24.54764611,4,1,2,2,1,4,4,2,1,1,1,2,2,1,1,2,2,1,1,1,1,1,1,1,2,4,2,2,1,1,1,4,1,1,1,3,2,2,3,2,3,2,2,1,1,4,3,4,2,1,1,1,1,1,4,1,1,1,1,4,3,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,5,2,201501007,13
24.54764611,4,1,2,2,1,5,1,2,1,1,1,2,2,1,1,2,2,1,1,1,1,1,1,1,1,4,1,1,1,1,1,2,1,1,1,1,1,1,3,2,2,2,2,3,3,2,3,1,2,1,1,1,2,1,4,1,1,1,3,3,2,1,1,1,1,2,1,,,1,1,5,2,1,3,4,3,2,1,2,1,2,2,2,1,4,1,3,3,3,3,2,5,4,2,201501007,13
24.54764611,4,1,2,2,1,5,2,2,1,1,1,2,2,1,1,2,2,1,3,3,3,3,3,1,2,3,1,1,2,1,1,3,1,2,1,1,1,1,2,3,2,2,1,1,4,,,,,5,,4,,1,,,,,,,,,7,5,3,1,3,3,2,3,2,,,,,,,4,,1,1,,,,,,,,,2,4,,2,3,2,201501007,13
24.54764611,4,1,2,2,1,5,2,,,1,1,2,2,2,1,2,2,2,4,2,1,1,1,1,1,2,2,2,1,1,4,4,1,2,1,1,1,1,2,3,3,2,2,1,1,4,3,5,1,6,1,1,2,3,3,1,2,2,1,4,3,5,2,1,1,2,1,1,1,1,1,1,3,2,1,1,3,5,1,1,3,1,1,2,2,4,2,1,1,4,4,1,1,5,1,201501007,13
24.54764611,4,1,2,2,1,5,3,2,1,1,1,2,2,2,1,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,2,2,2,2,1,1,2,3,5,2,1,1,1,1,1,4,1,1,1,1,3,3,5,1,1,1,1,1,1,1,1,1,1,1,2,1,2,2,5,1,1,2,2,1,3,3,4,1,3,1,2,2,1,1,4,,201501007,13
24.54764611,4,1,2,2,1,5,6,2,1,1,1,2,2,1,1,2,2,1,1,1,1,1,2,2,2,4,1,,1,1,1,4,,1,1,1,1,1,2,2,3,2,1,1,1,2,2,2,,3,3,3,,1,2,2,2,2,3,4,,4,4,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,201501007,13
24.54764611,4,1,2,2,1,7,6,1,6,1,1,,,1,1,1,1,1,1,3,1,1,5,5,1,3,1,2,6,1,1,2,1,2,1,2,2,2,2,3,2,2,2,4,4,3,2,3,1,5,1,1,2,2,4,2,1,1,3,3,3,1,6,4,4,2,3,4,4,3,4,5,3,2,4,1,1,2,1,2,1,2,3,1,1,4,2,2,1,4,4,2,2,2,2,201501007,13
24.54764611,4,1,2,2,1,7,6,2,1,1,1,,2,2,2,2,2,1,1,1,1,1,5,1,1,1,1,1,1,1,1,4,2,1,3,1,2,2,1,2,3,2,2,1,1,3,3,5,2,1,1,1,1,1,4,1,1,3,1,1,3,5,1,1,1,1,1,1,1,1,1,1,1,2,1,1,3,5,1,2,1,1,3,2,2,,1,3,1,2,3,1,1,5,1,201501007,13
24.54764611,4,1,2,2,1,7,6,2,1,1,1,2,2,2,1,2,2,1,1,1,1,1,3,3,2,4,1,1,1,1,1,4,1,2,3,2,2,2,3,2,3,2,2,1,1,1,2,5,2,1,1,1,1,1,4,1,1,3,1,1,2,5,1,1,1,1,1,1,1,1,1,1,1,2,1,4,2,5,1,2,1,1,1,2,2,4,2,2,1,4,4,1,1,5,1,201501007,13
24.54764611,4,1,2,3,1,6,5,1,4,1,1,2,2,1,1,2,2,1,1,1,1,1,3,3,1,4,1,1,1,1,1,3,1,2,1,2,1,2,2,3,3,2,2,1,1,3,2,5,2,1,1,1,1,1,4,1,1,3,1,3,2,5,1,1,1,1,1,1,1,1,1,1,1,2,1,3,2,5,1,1,1,2,3,1,,4,2,2,3,2,2,1,1,2,1,201501007,13
24.54764611,4,1,2,3,1,7,5,2,1,1,1,1,2,1,1,2,2,1,1,1,1,1,1,2,2,4,1,1,1,1,1,4,1,1,2,1,1,2,2,3,3,2,2,2,1,3,3,5,1,2,1,1,2,2,4,1,1,3,2,4,3,5,1,1,1,1,1,1,1,1,1,1,1,2,2,2,3,5,1,2,3,2,3,2,1,4,1,1,1,3,3,1,1,5,1,201501007,13
24.54764611,4,1,2,,3,8,8,,,,,2,,3,8,,,,,,4,,1,1,,,,,6,,,,,,3,,,,,,,,,,,,,,,3,1,1,,,,4,,,2,,,1,6,5,5,,1,,1,4,5,6,,,2,1,2,3,,,,4,3,2,1,2,2,3,2,1,4,,4,1,1,201501007,13
24.54764611,5,1,2,3,5,4,4,2,1,1,1,2,2,1,1,2,2,1,1,1,1,1,1,1,2,4,2,1,1,1,1,4,2,2,3,3,2,3,3,3,2,2,2,1,1,1,3,5,2,1,1,1,1,1,4,1,1,,1,1,3,1,1,1,1,1,1,1,2,1,1,1,1,2,1,4,3,4,2,2,1,1,1,3,3,4,1,2,2,2,2,2,1,5,2,201501007,13
24.54764611,6,1,2,4,1,5,1,2,1,1,1,2,2,1,1,2,2,1,1,1,1,1,1,1,1,4,2,1,1,1,1,4,1,3,3,3,2,3,1,3,3,,2,1,1,4,3,4,2,1,1,1,1,1,1,1,1,3,1,1,3,5,1,1,1,1,1,1,1,1,1,1,1,2,1,4,3,5,2,2,1,2,3,3,1,2,,2,3,3,3,2,1,5,2,201501007,13
24.54764611,6,1,2,4,4,1,8,1,5,6,5,2,2,3,5,2,2,3,3,4,2,1,2,1,2,1,2,1,,,,4,2,,,2,1,2,1,3,3,2,2,2,1,3,2,3,1,1,1,1,1,1,,1,,,,,,4,1,1,1,1,1,1,1,1,1,1,1,2,1,,2,4,2,2,1,1,4,3,,4,2,2,2,3,,,5,2,2,201501007,13
13.77375012,4,1,4,3,1,5,5,2,1,1,1,2,2,1,1,2,2,1,1,1,1,1,5,5,1,3,1,1,1,1,1,2,1,1,1,1,1,2,2,2,2,2,1,1,4,2,2,5,2,1,1,1,1,1,4,1,1,1,1,4,2,5,1,1,1,1,1,1,1,1,1,1,1,2,1,4,2,5,1,2,1,2,3,3,2,4,2,3,1,2,2,1,1,4,2,201501007,14
13.77375012,5,1,4,1,1,3,1,1,3,1,1,1,2,1,8,2,2,2,3,2,,2,2,2,1,4,1,1,1,1,2,3,2,3,1,3,2,2,2,1,3,2,2,3,2,2,2,5,1,3,1,1,2,4,2,1,1,3,3,4,3,3,1,1,1,1,1,1,2,1,1,1,1,2,1,4,3,4,1,1,1,3,2,1,3,4,1,3,3,2,2,2,1,3,2,201501007,14
13.77375012,5,1,4,1,4,4,5,2,1,1,1,2,2,1,1,2,2,1,1,1,1,1,5,5,1,4,1,2,1,1,1,2,1,,1,1,1,2,2,2,2,,2,3,2,,2,3,,,2,4,3,2,3,1,,1,3,3,,4,2,4,3,4,5,3,4,3,2,1,1,2,3,3,2,1,,,4,2,3,2,2,3,,3,2,1,2,2,2,3,2,201501007,14
13.77375012,5,1,4,2,1,4,1,2,1,1,1,,1,2,1,2,2,1,2,2,1,1,5,5,1,2,2,1,1,1,1,2,2,2,,,2,2,1,2,2,2,2,1,2,1,3,3,2,,1,2,2,2,2,2,2,,3,2,,,3,1,2,2,1,1,2,,1,,1,1,1,2,2,2,1,2,2,2,1,1,1,2,1,1,1,1,2,2,2,5,2,201501007,14
13.77375012,5,1,4,2,1,5,5,1,4,2,4,,,3,6,2,2,3,,3,4,1,5,5,1,3,1,2,1,3,2,1,1,1,1,1,2,1,1,2,2,2,2,3,2,4,1,1,2,1,,1,1,1,1,1,1,2,1,3,1,3,1,1,1,3,1,1,1,1,1,1,1,2,1,4,2,5,1,1,1,3,3,1,1,3,1,2,3,3,3,2,8,4,2,201501007,14
13.77375012,5,1,4,2,1,5,5,2,1,1,1,2,2,1,,2,2,,1,1,1,1,1,1,1,4,1,1,,1,1,4,1,3,1,2,1,3,3,2,3,2,2,1,1,4,3,5,2,1,1,1,1,1,4,1,1,1,1,4,3,3,1,1,1,1,1,1,1,1,1,1,1,2,1,4,,5,2,2,1,2,2,1,1,,,2,2,1,2,1,1,1,1,201501007,14
13.77375012,5,1,4,2,1,6,1,1,5,1,1,1,1,1,1,2,2,2,2,2,6,1,1,,,1,,1,1,1,1,1,1,1,1,1,1,1,,1,1,1,1,1,1,1,1,4,1,5,1,1,4,2,4,4,3,1,4,3,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,4,1,8,1,,201501007,14
13.77375012,5,1,4,2,2,5,6,2,1,1,1,2,2,1,1,2,2,1,1,1,1,2,1,1,2,2,1,1,1,1,1,4,1,1,2,3,1,2,3,1,2,1,2,1,1,2,3,5,2,1,1,1,1,1,3,1,1,1,1,2,3,5,1,1,1,1,1,1,1,1,1,1,1,2,1,3,3,5,1,1,2,2,1,1,1,4,1,2,2,3,3,1,1,5,2,201501007,14
13.77375012,5,1,4,2,3,8,8,2,1,1,1,2,2,1,1,2,2,1,1,1,1,1,1,1,1,4,1,1,1,1,1,4,2,2,3,1,2,2,3,3,3,2,2,1,1,1,3,5,2,1,1,1,1,1,1,1,,1,1,1,3,1,1,1,1,1,1,2,3,1,1,2,1,1,2,1,2,1,1,2,1,1,2,2,1,1,1,1,2,1,1,1,1,1,1,201501007,14
13.77375012,5,1,4,3,1,8,8,1,3,7,5,1,1,3,2,2,2,4,3,4,5,5,5,5,1,3,2,2,2,3,2,2,1,1,2,1,1,3,2,3,3,2,2,3,3,3,3,4,1,5,2,4,4,4,3,3,3,1,3,1,3,5,1,1,1,1,1,1,1,1,1,1,1,2,1,1,2,5,1,1,3,3,3,3,,4,1,3,2,2,3,2,5,5,2,201501007,14
13.77375012,5,1,4,3,3,5,6,2,1,1,1,2,2,1,1,2,2,1,1,1,1,1,1,1,1,3,1,2,1,1,1,4,1,1,3,1,1,1,1,1,2,2,2,1,1,2,3,4,2,1,1,1,1,1,3,1,1,1,1,3,1,3,3,2,1,1,1,2,1,1,2,1,1,,2,2,1,1,,1,2,1,1,1,2,3,1,1,2,1,1,1,1,2,1,201501007,14
13.77375012,5,1,4,3,4,5,5,1,4,2,2,1,2,3,6,2,2,3,3,3,5,5,5,5,1,4,1,2,6,1,2,2,2,2,2,1,1,1,3,3,3,2,2,2,2,4,2,4,1,2,2,2,2,2,4,3,3,3,2,1,2,4,1,1,1,1,1,1,1,1,1,1,1,2,1,1,2,5,1,2,1,2,3,2,2,4,1,2,2,3,3,1,8,5,,201501007,14
13.77375012,5,1,4,4,1,4,4,2,1,1,1,,,2,2,1,1,1,1,1,2,1,2,3,1,1,2,1,2,3,3,2,1,1,1,1,1,,1,1,2,1,1,2,1,1,2,3,1,1,1,1,1,1,1,1,1,2,1,2,1,1,1,1,2,3,1,2,3,3,2,2,2,1,2,1,1,2,1,2,2,1,2,1,1,2,,1,2,1,1,1,1,1,2,201501007,14
13.77375012,5,1,4,4,1,5,5,2,1,1,1,2,2,1,1,2,2,1,1,1,1,1,4,3,1,1,1,1,1,1,1,4,1,1,2,2,1,2,2,2,3,1,2,1,1,4,3,5,2,1,,1,1,1,4,1,1,2,1,4,3,4,1,1,1,1,1,1,1,1,1,1,1,2,1,4,3,4,1,2,1,1,1,1,2,4,1,2,1,2,2,1,1,5,1,201501007,14
13.77375012,5,1,4,4,1,6,8,2,1,1,1,2,2,2,1,2,2,1,1,1,1,1,,5,2,1,2,1,1,1,1,4,2,1,1,3,2,3,3,3,3,,2,1,2,1,2,1,1,2,3,1,2,1,,2,3,3,2,,2,1,3,1,3,3,1,3,1,1,2,1,2,1,1,1,1,3,1,2,3,1,2,2,2,2,2,2,2,2,1,2,1,1,2,201501007,14
13.77375012,5,1,4,4,3,6,6,2,1,1,1,2,2,1,1,2,2,2,1,1,1,1,1,1,1,1,1,2,1,1,1,2,1,2,1,1,1,3,2,3,3,2,2,2,,1,1,1,1,1,,1,1,1,2,1,1,1,1,1,1,5,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,2,1,3,3,4,2,2,2,4,4,,1,5,2,201501007,14
13.77375012,6,1,4,1,1,4,8,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,2,1,1,1,1,2,2,2,3,3,,3,1,1,2,2,2,2,1,2,1,4,1,2,1,1,1,1,1,1,1,1,1,1,1,2,1,1,2,1,1,1,1,1,2,1,1,2,1,2,1,2,1,2,1,2,1,2,1,2,1,2,1,2,1,2,1,1,2,201501007,14
13.77375012,6,1,4,1,2,4,6,2,1,1,1,2,2,1,1,2,2,1,1,1,1,2,5,5,1,4,1,1,1,1,1,3,1,1,,,1,1,2,3,3,2,2,1,1,4,3,5,1,1,1,1,1,1,4,1,1,3,1,4,3,5,1,1,1,1,1,1,1,1,1,1,1,2,1,4,3,5,1,2,1,1,3,3,2,4,1,2,1,2,3,1,1,5,1,201501007,14
13.77375012,6,1,4,2,1,2,1,2,1,1,1,2,2,1,1,2,2,1,1,1,1,1,,5,1,4,,,1,1,1,4,2,3,3,2,2,3,3,3,2,1,2,1,1,1,2,5,2,1,1,1,1,1,4,1,1,3,1,4,2,5,1,1,1,1,1,1,1,1,1,1,1,2,1,4,2,5,1,2,1,2,3,3,2,4,2,1,1,2,4,1,1,4,1,201501007,14
13.77375012,6,1,4,3,3,7,6,1,5,1,1,1,2,1,2,2,2,2,2,2,6,1,1,5,2,4,2,2,1,1,1,4,2,2,2,2,1,3,2,2,3,2,2,1,1,4,3,5,1,3,1,1,2,2,4,1,1,3,1,4,3,2,1,1,1,1,1,1,1,1,1,1,1,1,1,4,3,5,1,1,1,3,3,3,,4,1,2,2,2,2,2,1,4,2,201501007,14
13.77375012,6,1,4,3,4,4,4,1,7,7,5,1,1,3,4,1,1,4,4,3,6,1,5,4,1,3,1,2,2,3,3,1,1,1,1,3,2,1,2,2,3,2,2,4,3,4,3,4,1,5,5,2,4,4,1,3,3,1,4,4,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,4,2,3,4,2,201501007,14
13.77375012,6,1,4,4,1,6,,2,1,,,2,2,1,1,2,2,2,2,2,1,1,1,1,2,3,,1,1,,1,4,2,2,3,,,,,,3,,,,1,2,3,3,,,1,1,,,3,,1,,1,1,3,4,,1,1,,,,,1,,1,,2,,1,,4,,2,1,,4,,3,4,,,,,,,1,5,2,201501007,14
13.77375012,6,1,4,4,3,5,5,2,1,1,1,2,2,1,1,2,2,1,1,1,1,1,2,1,2,3,1,1,1,1,1,4,1,1,3,3,1,1,2,1,3,2,2,1,1,3,3,5,2,1,1,1,1,1,3,1,1,3,1,3,3,3,1,1,1,1,1,1,1,1,1,1,1,2,1,3,3,4,2,2,1,2,3,3,2,3,1,1,3,4,2,1,1,5,2,201501007,14
13.77375012,7,1,4,1,3,4,1,1,5,1,1,2,2,1,1,2,2,1,2,2,1,1,1,,1,2,1,2,1,2,2,1,1,3,2,1,2,3,,3,2,1,2,3,4,3,2,1,1,2,2,2,2,2,2,1,2,1,2,1,2,1,2,1,2,1,2,1,1,2,1,2,1,2,1,2,1,2,2,1,2,1,2,1,2,2,1,2,1,2,1,2,1,2,1,201501007,14
15.86736014,5,1,4,4,,,1,,,,6,1,,,2,1,1,1,1,2,1,1,1,1,1,1,,1,2,,1,,,1,2,,1,,,,,,,3,,,,5,,4,3,,,4,,4,1,,,4,,5,4,,,,1,1,2,2,3,,3,,,3,,,,,4,4,4,,3,3,,,,,,,5,5,,201501007,14
15.86736014,6,1,4,3,4,5,8,1,4,7,5,1,2,1,1,,,1,,3,,1,,4,,,,1,1,,5,,,1,,3,,,3,1,2,,,,,,1,2,,4,5,,,,1,2,3,,,,,,1,2,3,4,5,,,,1,,2,,4,,,,,1,2,3,4,,,,,1,2,3,4,,6,,1,201501007,14
15.86736014,6,1,4,4,,4,6,1,,5,4,,,4,8,,1,1,1,3,5,1,2,5,1,,,,,,4,3,,1,3,,,,,2,,1,1,,1,4,1,,,7,7,,,1,1,,,1,1,4,1,4,1,1,3,1,,,,1,4,5,,,,1,,4,1,,,,1,2,1,2,,1,3,,1,,5,4,1,201501007,14
15.86736014,6,1,4,4,1,5,5,1,3,7,6,2,2,4,6,2,,,,,,,4,,,,,,1,,2,3,,,,,,,,,,,1,3,2,1,2,3,,5,4,,,,1,3,,1,1,1,2,4,7,1,6,3,8,4,2,,4,4,,,3,,,5,,,,,,1,,,,,,,1,,4,4,,201501007,14
15.86736014,6,1,4,5,1,4,6,1,4,7,7,1,1,4,3,2,2,4,3,4,5,5,5,5,1,4,2,2,2,3,2,2,1,1,1,1,1,1,1,2,3,2,2,,4,4,1,2,1,5,2,2,3,3,2,3,3,1,,4,,3,1,1,1,1,1,1,1,1,1,1,1,1,1,,3,3,1,,3,1,3,1,1,4,,1,1,1,1,1,8,4,2,201501007,14
15.86736014,7,1,4,2,2,4,6,1,5,,4,2,2,2,4,2,2,3,3,4,4,1,2,2,1,4,,1,2,1,2,3,,3,,1,1,2,1,3,,1,,3,1,3,,2,,2,3,2,3,2,3,1,3,1,2,3,2,1,1,2,3,,5,3,3,,2,2,,,4,,,,,1,3,,3,,,4,,,2,2,3,2,6,4,,201501007,14
15.86736014,7,1,4,3,1,7,8,1,6,,,1,1,4,6,1,,,,,5,3,4,5,,1,,,4,3,6,2,,3,,3,,,,,1,,2,2,2,3,,3,,1,4,4,,4,,1,,,4,2,,1,3,3,2,3,1,3,2,,1,6,1,,2,1,,2,1,,,2,4,2,2,3,2,2,,3,1,,2,2,,201501007,14
15.86736014,7,1,4,3,4,6,3,,5,5,4,,,2,3,,,,4,,3,3,,,,4,,,4,,6,4,,1,2,3,,2,2,2,3,,,,,,,,,4,,,,,,6,,,,4,,5,,,5,,2,3,3,3,3,3,3,,3,3,3,2,1,2,3,3,2,2,3,3,,3,3,3,4,,4,3,,201501007,14
15.86736014,7,1,4,4,1,1,1,1,2,7,6,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,3,3,3,3,3,3,,3,3,3,3,,,3,3,3,3,3,3,,3,3,3,3,,3,3,,201501007,14
15.86736014,,1,4,4,4,4,,,2,,1,,,,3,,,2,,,4,,5,2,,,2,,5,,,3,1,3,,,,,,3,,,,,4,4,,4,,,2,3,2,2,4,4,2,,4,4,,5,3,5,4,,8,,,,,3,,,3,,,5,,,3,,,,,,,,,4,,,5,3,,201501007,14
15.86736014,,1,4,4,4,8,3,,6,3,4,,,4,3,,,2,,3,4,5,3,5,,2,,,3,,,,,,3,,,,,2,,,,3,,2,,,,5,4,2,4,,4,3,,2,,4,2,,3,,5,4,3,2,2,3,4,6,3,,3,3,,,,2,5,3,,,3,4,,,,,2,,6,,,201501007,14
15.86736014,,1,4,4,4,8,8,1,6,4,7,2,2,,2,,,1,,,3,4,,3,,,,,2,,6,3,1,1,,,,2,,,,,,1,,2,3,2,,,2,,3,,1,1,1,3,3,3,,,,4,6,1,6,4,,,4,1,1,,2,4,,4,1,2,1,4,,2,,,,2,3,2,,,8,4,,201501007,14
15.86736014,,1,4,5,4,8,5,1,1,1,1,,,1,1,2,2,1,1,1,1,1,1,,1,2,1,1,2,1,2,3,1,1,2,3,2,2,1,1,1,1,2,1,2,2,2,2,1,1,2,1,3,1,2,3,2,1,,1,1,3,2,1,3,1,1,2,1,2,1,1,3,,4,1,2,3,,2,3,1,4,2,1,,,1,,3,1,2,8,1,,201501007,14
15.86736014,,1,4,,5,,3,,3,4,,,1,3,6,1,,,,3,1,1,2,4,,,,,4,,1,3,,1,2,,,,1,,,,,,,,,2,,3,,3,3,,,5,,,,1,1,,1,1,4,4,1,4,,1,5,,1,1,,1,1,1,1,1,1,,,3,3,,,,,4,,,5,1,,201501007,14
17.63040016,5,1,4,1,1,4,8,2,1,1,1,2,2,1,1,2,2,1,1,1,1,1,2,1,2,4,1,1,1,1,1,3,1,1,1,1,1,1,1,1,3,2,2,2,1,2,3,3,2,1,1,1,1,1,1,1,1,1,2,2,,3,1,1,1,1,1,1,1,1,1,1,1,2,2,3,,5,1,2,,3,1,2,3,4,2,3,3,4,4,1,1,5,2,201501007,14
17.63040016,5,1,4,3,1,5,5,2,1,1,1,2,2,1,1,2,2,1,1,3,2,1,5,5,1,4,1,1,1,1,1,2,1,1,3,1,2,2,2,1,3,2,2,2,1,1,3,4,1,5,2,1,2,2,3,1,1,1,1,2,2,4,1,1,1,2,1,1,2,1,1,1,1,2,1,3,2,4,1,1,1,2,1,1,2,4,2,3,1,2,3,1,1,4,1,201501007,14
17.63040016,5,1,4,3,1,6,5,2,1,1,1,2,2,1,1,2,2,2,1,2,1,1,4,2,1,2,1,2,1,1,1,2,2,3,1,3,1,2,3,3,3,2,2,1,1,1,3,1,2,1,1,1,2,1,3,1,1,3,1,3,3,4,1,1,1,1,1,1,2,1,1,1,1,2,2,3,3,,,1,1,2,4,3,3,4,1,3,1,2,4,1,1,5,1,201501007,14
17.63040016,5,1,4,3,1,6,6,1,3,,,2,2,2,2,2,2,1,1,1,1,1,3,3,1,3,1,2,1,1,1,4,1,1,1,1,2,2,2,1,3,2,2,2,1,1,3,4,1,5,2,1,2,2,3,1,1,1,1,3,2,4,1,1,1,2,1,1,2,1,1,1,1,2,1,3,2,4,1,1,1,2,1,1,2,4,2,3,1,2,3,1,1,4,1,201501007,14
