FinalWgt,CR1,CR2,CR3,CR4,SAR5,SAR6,CR7,CR8,CR9,CR10,CR11,CR12,CR13,SAR14,SAR15,SAR16,CR14,CR15,CR16,CR17,CR18,SAR22,SAR23,SAR24,SAR25,SAR26,SAR27,CR22,CR23,CR24,CR25,CR26,CR27,CR28,SAR35,CR29,CR30,CR31,CR32,CR33,CR34,CR35,SAR43,SAR44,CR37,SAR46,CR38,CR39,SAR49,CR41,CR42,SAR52,CR43,SAR54,CR44,CR45,CR46,CR48,CR49,CR50,CR51,CR52,CR53,CR54,CR55,SAR66,Stratum,PSU
521.4903342,2,1,1,1,1,1,1,2,1,1,1,1,1,2,1,1,1,3,1,2,2,2,2,2,2,2,2,4,2,2,2,1,1,1,1,3,3,3,4,1,2,2,1,1,1,1,1,1,1,1,1,1,2,3,3,2,2,3,2,4,2,1,1,3,1,1,201001006,12
521.4903342,2,1,1,1,1,1,1,2,1,1,1,1,1,2,1,1,3,1,1,2,3,1,3,3,3,2,3,2,2,2,2,2,2,2,,2,2,2,3,4,5,,2,2,2,1,2,3,,4,3,2,2,2,2,1,1,3,2,1,1,2,1,2,,1,201001006,12
562.2463374,2,1,1,1,1,1,1,2,1,1,1,1,1,2,1,1,1,1,1,2,2,2,2,2,2,2,2,4,4,2,2,1,1,1,1,3,3,3,4,1,1,1,1,1,1,1,1,1,1,1,1,1,2,3,3,2,2,3,3,4,2,2,2,3,1,2,201001006,12
562.2463374,2,1,1,1,1,1,1,2,1,1,1,1,1,2,1,1,3,3,2,,3,1,2,2,1,2,2,3,3,1,1,1,1,1,2,1,2,1,1,2,3,1,1,1,3,1,2,1,1,2,1,3,1,2,1,1,1,1,1,1,1,1,1,1,1,2,201001006,12
310.1317333,2,1,1,1,1,1,1,1,2,1,1,1,1,2,1,1,1,1,2,2,2,2,2,2,2,2,2,4,4,2,1,2,2,3,1,2,1,1,4,4,1,1,2,1,1,1,1,1,1,1,1,1,2,2,3,2,2,,,,,,,,,,201001007,13
310.1317333,2,1,1,1,1,1,1,2,1,1,1,1,1,2,1,1,1,1,2,2,2,1,1,3,1,1,3,4,1,1,1,1,1,1,3,3,3,3,4,4,1,5,1,1,1,1,1,1,1,1,1,1,,,,,,,,,,,,,,,201001007,13
310.1317333,2,1,1,1,1,1,1,2,1,1,1,1,1,2,1,1,1,3,1,2,1,3,2,3,3,2,3,3,3,3,2,3,2,3,3,,,3,1,2,1,5,2,2,1,1,1,1,1,1,1,,2,3,1,,,,,,,,,,,,201001007,13
310.1317333,2,1,1,1,1,1,1,2,1,1,1,1,1,2,1,1,1,3,2,2,2,2,2,3,2,1,1,4,4,2,1,1,1,1,1,2,2,1,4,4,1,1,,,,,,,,,,,,,,,,,,,,,,,,,201001007,13
451.1540841,1,,7,3,2,5,2,1,2,7,3,2,1,2,1,1,1,1,2,2,2,3,3,3,3,2,3,1,1,4,1,1,1,1,4,6,5,1,4,4,1,5,1,1,4,4,4,4,4,4,3,,1,1,1,2,1,1,1,2,2,1,1,1,1,3,201001007,13
451.1540841,1,7,3,4,2,7,3,1,7,2,3,6,3,1,7,2,3,1,2,2,1,3,3,2,3,3,3,4,3,2,3,3,3,4,3,1,2,1,4,3,4,5,,,,,,3,4,3,3,5,2,2,3,2,2,3,3,2,2,1,2,6,1,3,201001007,13
451.1540841,2,1,1,1,1,1,1,2,1,1,1,1,1,2,1,1,1,1,2,2,2,1,1,1,1,1,1,4,4,1,1,1,1,1,1,3,3,1,4,4,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,2,4,2,1,2,4,1,3,201001007,13
547.5648509,1,4,1,1,1,1,1,1,5,2,2,4,1,2,1,1,4,4,1,1,1,3,3,3,3,3,3,4,4,2,2,3,4,3,3,1,1,1,4,4,3,3,1,1,2,2,2,2,2,2,4,4,3,3,2,2,2,2,3,4,2,3,3,3,1,1,201001007,13
547.5648509,2,1,,1,1,1,1,2,1,1,1,1,1,2,1,1,1,2,2,2,2,2,2,1,2,2,1,4,4,1,1,1,1,1,1,2,2,1,4,4,1,1,1,1,1,1,1,1,1,1,1,1,3,3,2,3,2,2,3,3,2,1,3,3,1,1,201001007,13
547.5648509,2,1,1,1,1,1,1,2,1,1,1,1,1,2,1,1,1,1,2,2,2,1,1,2,1,1,2,4,4,1,1,1,1,1,1,2,2,1,4,4,1,1,1,1,1,1,1,1,1,1,1,,1,1,3,2,1,2,1,3,2,3,2,3,1,,201001007,13
547.5648509,2,1,1,1,1,1,1,2,1,1,1,1,1,2,1,1,1,1,2,2,2,2,2,3,2,2,3,4,4,1,1,1,1,1,1,3,3,1,3,3,1,1,2,2,1,1,1,1,1,1,1,1,1,1,2,2,2,2,1,3,2,1,3,3,1,1,201001007,13
547.5648509,2,1,1,1,1,1,1,2,1,1,1,1,1,2,1,1,1,1,2,2,2,3,2,2,3,3,3,4,3,2,1,1,1,2,1,3,3,1,3,2,2,5,1,2,1,1,1,1,1,1,1,1,2,3,3,2,2,2,3,4,2,2,3,3,1,1,201001007,13
547.5648509,2,1,1,1,1,1,1,2,1,1,1,1,1,2,1,1,3,1,1,2,2,2,2,3,3,3,3,1,1,2,1,2,2,2,1,1,1,1,4,4,5,5,2,1,4,4,3,1,1,1,1,1,2,3,4,2,2,2,2,3,2,1,1,3,1,1,201001007,13
547.5648509,2,1,1,1,1,1,1,2,1,1,1,1,1,2,1,1,3,1,2,2,2,2,2,3,2,2,3,4,4,,2,1,1,1,1,1,1,1,4,4,5,5,1,1,4,4,4,4,,,,,,,,,,,,,,,,,,,201001007,13
547.5648509,1,1,1,1,1,1,1,2,1,1,1,1,1,2,1,1,1,1,2,2,2,2,,2,2,2,2,4,4,3,4,1,1,1,1,3,3,1,4,1,3,1,1,1,3,3,3,3,3,3,3,1,1,1,2,2,2,3,1,2,2,1,1,7,1,1,201001007,13
590.3586543,1,5,,1,1,1,2,2,1,1,1,1,1,2,1,1,5,1,2,2,2,3,3,2,3,3,2,4,4,2,1,1,1,3,1,2,1,1,2,1,1,1,1,2,1,1,1,4,1,1,1,1,3,2,2,2,,3,3,4,2,1,1,4,1,2,201001007,13
590.3586543,1,5,1,1,1,1,1,2,1,1,1,1,1,2,1,1,1,1,1,2,2,1,1,2,1,1,2,4,4,2,1,2,2,3,1,3,2,4,3,4,3,5,1,1,2,1,2,3,1,1,1,1,2,3,3,2,2,3,3,1,2,1,1,4,1,2,201001007,13
590.3586543,2,1,1,1,1,1,1,2,1,1,1,1,,2,1,1,1,1,2,2,2,1,1,2,1,1,2,4,4,1,1,1,1,1,1,2,2,4,3,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,1,1,1,2,1,3,4,1,2,201001007,13
590.3586543,2,1,1,1,1,1,1,2,1,1,1,1,1,2,1,1,1,1,1,2,2,3,3,2,,,3,3,3,1,1,2,2,2,2,1,1,2,2,2,1,1,2,2,3,1,1,1,1,1,1,1,1,1,2,2,2,1,2,2,2,,2,7,1,2,201001007,13
590.3586543,2,1,1,1,1,1,1,2,1,1,1,1,1,2,1,1,1,1,2,2,2,1,1,2,1,1,2,4,4,1,1,1,1,1,1,2,2,3,4,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,1,1,2,2,2,2,3,1,2,201001007,13
590.3586543,2,1,1,1,1,1,1,2,1,1,1,1,1,2,1,1,1,1,2,2,2,2,2,1,2,2,1,4,4,1,1,1,1,1,1,3,3,1,4,4,1,1,1,1,1,1,1,1,1,1,1,1,,,,1,2,2,3,1,2,1,2,5,1,2,201001007,13
590.3586543,2,1,1,1,1,1,1,2,1,1,1,1,1,2,1,1,1,1,2,2,2,2,2,2,2,2,2,4,4,1,1,1,1,1,1,3,3,4,4,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,2,3,3,1,2,1,2,5,1,2,201001007,13
590.3586543,2,1,1,1,1,1,1,2,1,1,1,1,1,2,1,1,3,1,1,2,2,3,3,3,3,3,3,4,4,1,1,1,1,1,1,1,2,4,4,4,1,1,1,2,4,4,1,4,4,4,1,6,1,1,4,2,2,3,3,4,2,2,2,5,1,2,201001007,13
590.3586543,2,1,1,1,1,1,3,2,1,1,2,1,,2,1,1,5,1,2,2,2,3,3,3,,1,3,2,2,1,1,2,2,2,2,,1,2,4,2,1,1,2,2,4,1,1,1,4,1,1,1,,,,2,,1,3,2,2,2,2,5,1,2,201001007,13
265.8272,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,2,2,2,3,3,3,3,3,3,4,4,4,3,1,1,1,1,3,3,1,4,4,2,1,1,1,3,3,3,1,1,1,1,1,2,3,1,2,2,3,3,1,2,2,2,5,,3,201001007,14
265.8272,1,7,7,6,4,8,,,,6,3,3,,1,7,5,1,1,1,,,1,1,2,1,1,2,2,2,4,4,4,4,4,4,5,5,4,2,2,5,5,1,1,3,,,4,4,4,,,2,2,,2,,1,1,2,,,,,,,201001007,14
265.8272,2,1,1,1,1,1,1,2,1,1,2,3,,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,4,4,4,4,4,4,5,5,4,2,2,5,5,1,1,4,4,4,1,4,4,,,,,,1,,,,,2,1,2,,,3,201001007,14
372.15808,2,1,1,1,1,1,1,2,1,1,1,1,1,2,1,1,1,1,2,2,2,2,2,2,2,2,2,4,4,3,3,1,1,1,1,2,3,3,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,3,3,4,1,1,1,3,,2,201001007,14
386.7035006,1,1,1,1,1,1,1,1,2,1,1,1,1,2,1,1,1,1,2,2,1,1,1,2,3,1,3,4,4,2,2,1,1,3,1,3,1,2,2,2,1,2,1,1,1,1,1,1,,1,1,1,3,3,4,2,2,3,3,4,2,2,2,6,1,3,201001007,14
386.7035006,1,1,1,1,1,1,1,1,3,1,1,1,1,2,1,1,1,1,1,2,1,1,1,2,3,1,3,4,4,1,1,1,1,3,1,3,1,2,2,2,1,2,1,1,1,1,1,1,1,1,1,1,3,3,4,2,2,,3,4,2,2,2,5,1,3,201001007,14
386.7035006,1,3,1,1,1,1,1,2,1,1,1,1,1,2,1,1,1,1,2,2,2,,,2,,,2,4,4,2,1,1,1,1,1,2,2,1,4,4,1,2,1,1,2,1,1,2,1,1,4,1,3,3,3,2,2,3,3,4,2,1,2,5,1,3,201001007,14
386.7035006,1,5,1,1,1,1,1,2,,1,1,1,1,2,1,1,1,1,2,2,2,3,3,,3,3,3,4,4,1,1,1,1,1,1,1,4,4,4,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,2,2,2,2,1,2,3,3,5,1,3,201001007,14
386.7035006,1,5,3,4,2,7,3,2,1,1,1,1,1,1,5,7,1,1,2,2,2,2,2,2,2,2,3,4,2,2,3,1,1,1,3,2,2,3,2,2,3,2,2,2,2,1,3,2,1,1,2,2,2,2,4,2,2,2,1,4,2,2,1,,,3,201001007,14
386.7035006,2,,1,1,1,1,1,2,,1,1,1,1,2,1,1,1,1,2,2,2,3,3,2,3,3,2,4,4,1,1,1,1,1,1,2,2,1,4,4,1,1,1,1,1,1,1,1,1,1,1,1,3,3,4,2,2,3,3,4,2,1,3,7,1,3,201001007,14
386.7035006,2,1,1,1,1,1,1,2,1,1,1,1,1,2,1,1,1,1,1,2,2,2,2,,2,2,,4,4,1,1,1,1,1,1,1,1,1,4,4,1,1,1,1,1,1,1,1,1,1,1,1,3,3,1,3,2,3,3,1,2,3,3,5,1,3,201001007,14
386.7035006,2,1,1,1,1,1,1,2,1,1,1,1,1,2,1,1,1,1,2,2,2,2,2,,2,2,,4,4,1,1,1,1,1,1,3,3,4,4,4,1,1,1,1,1,1,1,1,1,1,1,1,2,3,2,2,2,3,3,1,2,1,3,7,1,3,201001007,14
386.7035006,2,1,1,1,1,1,1,2,1,1,1,1,1,2,1,1,1,1,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,1,2,3,3,4,2,2,2,5,1,3,201001007,14
386.7035006,2,1,1,1,1,1,1,2,1,1,1,1,1,2,1,1,1,1,2,2,2,3,3,3,3,3,3,4,4,1,1,2,2,2,2,1,1,4,4,4,1,1,2,1,1,1,1,1,1,1,1,1,3,3,4,2,2,3,3,4,2,3,,6,1,3,201001007,14
469.3413008,2,1,1,1,1,1,1,2,1,1,1,1,1,2,1,1,1,1,2,2,2,1,1,2,1,1,2,4,4,2,2,1,1,1,1,2,2,1,4,4,2,5,1,1,1,1,1,3,3,1,1,1,1,1,3,2,2,3,3,3,2,2,2,7,1,1,201001007,14
601.5387788,2,1,1,1,1,1,1,2,1,1,1,1,1,2,1,1,1,1,2,2,2,2,3,3,2,2,3,4,4,1,1,4,1,2,1,2,1,4,4,4,1,1,2,1,1,1,1,4,4,4,6,6,1,3,4,1,2,3,3,4,2,2,2,5,1,3,201001007,14
601.5387788,2,1,1,1,1,1,1,2,1,1,1,1,1,2,1,1,1,1,2,2,2,3,3,2,3,3,2,4,4,1,1,1,1,1,1,2,1,1,1,1,1,1,2,2,1,1,1,1,1,1,1,1,3,3,4,1,2,3,3,4,2,2,3,7,1,3,201001007,14
657.0778211,1,5,1,1,1,1,1,2,1,1,1,1,,2,1,1,1,3,1,2,2,3,3,2,3,2,2,2,2,1,1,1,1,1,1,2,1,4,1,4,1,4,2,1,1,1,1,3,,1,1,1,1,3,4,3,2,3,3,4,2,2,2,3,1,1,201001007,14
657.0778211,2,1,1,1,1,1,1,2,1,,1,1,1,2,1,1,1,3,2,2,2,1,2,2,1,2,2,4,4,2,1,2,2,2,2,2,2,4,1,4,5,5,2,2,1,1,1,1,1,1,6,6,1,1,1,4,2,3,3,4,2,2,2,4,1,1,201001007,14
657.0778211,2,1,1,1,1,1,1,2,1,1,1,1,1,2,1,1,1,3,2,2,2,2,2,2,2,2,2,4,4,2,1,1,1,2,2,3,2,4,4,4,1,4,2,2,1,1,1,1,1,1,1,1,2,1,3,1,2,1,3,1,,1,3,4,,1,201001007,14
657.0778211,2,1,1,1,1,2,2,2,1,1,1,1,1,2,1,1,1,1,2,2,2,1,3,3,3,2,3,1,1,1,1,2,1,1,1,2,2,1,1,1,1,1,2,1,1,1,1,,1,1,1,1,3,3,4,1,2,3,3,4,2,2,2,6,1,1,201001007,14
708.4303852,2,1,1,1,1,1,1,2,1,1,1,1,,2,1,1,1,1,2,2,2,2,2,2,2,2,2,4,4,1,1,1,1,1,1,2,2,1,1,1,5,5,2,2,4,4,4,1,1,1,1,1,3,3,4,4,2,1,,,,,,,,,201001007,14
708.4303852,2,1,1,1,1,1,1,2,1,1,1,1,1,2,1,1,,1,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,4,4,1,1,1,1,1,1,1,1,1,1,1,1,3,3,1,2,2,3,3,1,2,3,3,3,1,2,201001007,14
708.4303852,2,1,1,1,1,1,1,2,1,1,1,1,1,2,1,1,1,1,2,2,2,2,2,2,2,2,2,4,4,1,1,1,1,1,1,2,3,1,4,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,1,1,2,2,1,1,4,1,2,201001007,14
708.4303852,2,1,1,1,1,1,1,2,1,1,1,1,1,2,1,1,3,1,1,2,1,2,2,2,2,2,2,4,4,2,1,1,1,1,1,2,3,1,1,4,2,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,1,1,2,2,2,1,6,1,2,201001007,14
708.4303852,2,1,1,1,1,1,1,2,6,1,1,1,1,2,1,1,1,1,2,2,2,3,3,3,3,3,3,4,4,1,1,4,4,4,4,1,1,4,4,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,2,1,1,1,5,1,2,201001007,14
730.0864679,2,1,1,1,1,1,1,2,1,1,1,1,1,2,1,1,1,1,1,2,2,3,3,2,3,3,2,4,4,2,1,1,1,1,1,1,1,4,1,1,2,,1,1,1,1,1,1,1,1,1,1,1,1,2,2,1,1,1,2,1,1,1,7,1,1,201001007,14
787.1448724,1,2,,,1,1,1,2,3,1,1,2,2,2,2,1,1,1,2,2,2,2,2,2,2,2,2,4,4,4,1,4,4,4,4,2,3,3,1,4,1,1,2,2,4,4,4,4,4,4,6,1,,3,4,4,2,3,3,4,2,2,2,7,1,2,201001007,14
787.1448724,1,5,2,3,1,2,3,2,1,1,2,1,1,2,1,1,1,1,1,1,2,1,1,3,1,2,3,1,4,4,1,3,3,3,3,5,6,4,3,,1,2,1,2,1,1,1,1,1,1,1,2,2,3,4,2,2,1,3,4,2,1,3,6,1,2,201001007,14
787.1448724,2,1,,1,1,1,1,2,1,1,1,1,1,2,1,1,1,1,2,2,2,1,1,1,1,1,1,4,4,1,1,1,1,1,1,3,3,4,4,4,1,1,2,1,1,1,1,1,1,1,1,6,1,1,1,2,2,1,1,1,2,3,1,4,1,2,201001007,14
787.1448724,2,1,1,1,1,1,1,2,1,1,1,1,1,2,1,1,1,1,1,,1,1,2,3,2,2,3,4,4,1,1,1,1,3,1,3,3,3,4,3,1,3,1,1,1,1,1,1,1,1,1,1,1,3,1,3,2,3,3,1,2,2,2,4,1,2,201001007,14
787.1448724,2,1,1,1,1,1,1,2,1,1,1,1,1,2,1,1,1,1,2,2,2,1,2,1,1,2,1,4,4,1,1,1,1,1,1,3,3,1,4,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,1,2,2,3,4,2,2,2,5,1,2,201001007,14
787.1448724,2,1,1,1,1,1,2,2,1,1,1,1,1,2,1,1,1,1,2,2,2,3,3,2,2,2,2,4,4,1,1,1,1,1,1,2,1,4,4,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,3,2,1,1,2,2,1,1,3,1,2,201001007,14
310.1317333,2,1,1,1,1,1,1,1,7,7,2,3,3,2,1,1,1,1,1,1,1,3,3,2,1,1,1,1,2,,,1,4,1,4,2,1,1,2,2,1,2,2,2,1,4,1,1,3,3,1,2,3,3,1,2,2,3,3,4,2,2,2,7,,3,201001008,15
451.1540841,1,3,6,7,3,7,3,1,7,3,3,6,3,2,1,1,3,3,1,1,1,1,3,1,1,1,1,1,2,2,4,4,3,4,2,1,2,1,1,2,3,4,2,2,4,4,4,,4,3,2,3,2,1,1,3,1,1,2,3,1,2,2,6,1,3,201001008,15
451.1540841,1,4,1,1,1,1,1,2,1,1,1,1,,2,1,1,1,1,2,2,2,3,3,2,3,2,2,4,4,1,1,1,1,1,1,3,3,4,4,4,2,1,1,1,1,1,1,2,1,1,3,1,2,3,2,3,2,2,3,,2,2,2,7,1,3,201001008,15
451.1540841,1,5,1,1,1,1,1,2,1,1,1,1,1,2,1,1,1,1,1,2,2,2,2,2,1,1,2,4,4,1,1,1,1,1,1,2,2,1,4,4,1,1,1,1,1,1,3,2,2,1,3,1,1,2,1,1,2,3,3,4,2,1,2,5,1,3,201001008,15
451.1540841,1,5,1,1,1,1,1,2,1,1,1,1,1,2,1,1,1,1,1,2,2,2,2,3,2,2,3,4,4,2,1,1,1,1,1,3,3,1,4,4,2,4,1,1,1,1,1,1,1,1,1,1,2,2,1,2,2,3,3,3,2,2,2,6,1,3,201001008,15
451.1540841,1,5,1,1,1,1,1,2,1,1,1,1,1,2,1,1,1,1,2,2,2,2,2,2,2,2,2,4,4,2,1,3,1,2,1,2,2,3,4,4,2,1,1,1,2,1,3,2,1,1,3,1,2,3,1,2,2,3,2,4,2,1,1,4,1,3,201001008,15
451.1540841,1,7,1,1,1,1,1,1,6,1,1,1,1,2,1,1,3,3,2,2,2,2,2,2,1,1,2,4,4,3,3,1,1,1,1,2,2,1,4,4,1,2,1,1,4,1,3,2,1,3,6,6,1,1,2,3,2,2,2,4,2,2,2,6,1,3,201001008,15
451.1540841,2,1,1,1,1,1,1,2,1,1,1,1,1,2,1,1,1,1,1,2,2,3,2,3,3,2,3,4,4,3,2,2,1,2,1,2,3,1,,4,3,3,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,1,3,4,2,2,2,5,1,3,201001008,15
451.1540841,2,1,1,1,1,1,1,2,1,1,1,1,1,2,1,1,1,1,2,2,,1,1,2,2,2,2,4,4,1,1,1,1,3,1,,5,4,1,4,1,1,2,2,1,1,1,1,1,1,1,1,3,3,4,4,2,2,3,4,2,2,2,1,1,,201001008,15
451.1540841,2,1,1,1,1,1,1,2,1,1,1,1,1,2,1,1,1,1,2,2,1,1,1,1,3,1,3,2,2,1,2,3,4,2,2,5,1,4,4,2,5,5,1,1,3,3,3,1,1,1,1,1,1,2,3,2,2,3,3,2,2,2,2,7,1,3,201001008,15
451.1540841,2,1,1,1,1,1,1,2,1,1,1,1,1,2,1,1,1,1,2,2,2,3,3,,3,3,,4,4,1,1,1,1,1,1,3,3,4,4,4,1,2,2,2,1,1,1,1,1,1,1,1,2,3,2,3,2,3,3,4,2,1,1,5,1,3,201001008,15
451.1540841,2,1,1,1,1,1,1,2,1,1,1,1,1,2,1,1,1,1,2,2,2,3,3,2,3,3,2,4,4,1,1,1,1,1,1,3,3,4,3,2,2,5,2,2,1,1,1,1,1,1,1,1,2,2,1,2,2,3,2,4,2,3,2,5,1,3,201001008,15
472.2869234,2,1,1,1,1,1,1,1,6,2,2,6,1,2,1,1,1,1,2,2,3,1,2,2,3,2,2,4,4,2,1,3,1,3,1,1,3,4,3,4,1,2,1,2,2,3,3,2,2,3,3,5,3,3,1,2,2,1,1,1,2,1,3,5,1,2,201001008,15
472.2869234,2,1,1,1,1,1,1,2,1,1,1,1,,2,1,1,1,1,2,2,2,2,2,3,2,2,3,4,4,1,1,1,3,1,3,2,2,1,4,4,1,1,1,2,1,1,1,1,1,1,1,1,1,1,3,2,2,2,2,4,2,1,1,4,1,2,201001008,15
472.2869234,2,1,1,1,1,1,1,2,1,1,1,1,1,2,1,1,1,1,1,2,2,3,2,3,1,2,3,4,4,2,2,1,1,1,1,2,1,4,4,3,1,2,2,2,1,1,,1,1,1,1,1,2,3,2,2,2,3,3,2,2,3,3,5,1,2,201001008,15
472.2869234,2,1,1,1,1,1,1,2,1,1,1,1,1,2,1,1,1,1,2,2,,3,3,3,3,3,3,4,4,1,1,1,1,1,1,1,1,2,4,4,1,1,1,1,1,1,1,1,1,1,1,1,2,3,3,2,2,3,3,3,2,1,1,5,1,2,201001008,15
472.2869234,2,1,1,1,1,1,1,2,1,1,1,1,1,2,1,1,1,1,2,2,2,2,2,,2,2,,4,4,1,1,1,1,1,1,3,3,1,4,1,1,1,1,1,1,1,1,1,1,1,1,1,2,3,2,1,2,3,2,4,2,2,2,4,1,2,201001008,15
472.2869234,2,1,1,1,1,1,1,2,1,1,1,1,1,2,1,1,1,1,2,2,2,2,2,2,2,2,2,4,4,1,1,1,1,1,1,3,3,3,3,3,1,4,1,1,1,1,1,1,1,1,4,2,1,2,3,2,2,1,1,2,2,1,1,4,1,2,201001008,15
472.2869234,2,1,1,1,1,1,1,2,1,1,1,1,1,2,1,1,1,1,2,2,2,2,2,2,2,2,2,4,4,1,1,2,1,2,1,3,2,3,3,3,2,1,1,1,1,1,1,3,1,1,1,1,2,2,2,2,2,3,3,4,2,1,2,4,1,2,201001008,15
472.2869234,2,1,1,1,1,1,1,2,1,1,1,1,1,2,1,1,1,1,2,2,2,2,2,2,2,2,3,4,4,1,1,1,1,1,1,3,3,1,4,4,1,3,1,1,1,1,1,1,1,1,1,1,1,2,2,3,2,2,2,2,2,1,3,4,1,2,201001008,15
472.2869234,2,1,1,1,1,1,1,2,1,1,1,1,1,2,1,1,1,1,2,2,2,3,3,2,3,3,2,4,4,1,1,1,1,1,1,3,3,4,4,4,1,1,1,1,1,1,1,1,1,1,1,1,1,2,4,2,2,1,1,2,2,2,2,5,1,2,201001008,15
472.2869234,2,1,1,1,1,5,1,2,1,1,1,1,1,2,1,1,1,1,2,2,2,1,2,2,2,2,2,4,4,1,1,1,1,1,1,3,3,3,3,3,1,1,1,1,1,1,2,2,1,1,1,1,3,3,3,2,2,,3,3,2,1,3,4,1,2,201001008,15
547.5648509,1,6,2,4,6,2,3,1,6,7,2,6,3,2,1,1,1,1,1,1,3,1,2,3,1,2,3,4,2,2,4,4,3,2,2,2,3,2,4,3,1,5,1,1,3,4,4,3,4,4,6,3,2,3,2,3,2,2,2,3,2,1,1,4,1,1,201001008,15
547.5648509,1,6,2,4,6,2,3,1,6,7,2,6,3,2,1,1,1,1,1,1,3,1,2,3,1,2,3,4,2,2,4,4,3,3,3,3,3,2,4,3,1,5,1,1,3,4,4,3,4,4,6,3,2,3,2,3,2,2,2,3,2,1,1,4,1,1,201001008,15
547.5648509,1,6,2,4,6,2,3,1,6,7,2,6,3,2,1,1,1,1,1,1,3,1,2,3,1,2,3,4,2,2,4,4,3,3,3,3,3,2,4,3,1,5,1,1,3,4,4,3,4,4,6,3,2,3,2,3,2,2,2,3,2,1,1,4,1,1,201001008,15
547.5648509,1,6,2,4,6,2,3,1,6,7,2,6,3,2,1,1,1,1,1,1,3,1,2,3,1,2,3,4,2,2,4,4,3,3,3,3,3,2,4,3,1,5,1,1,3,4,4,3,4,4,6,3,2,3,2,3,2,2,2,3,2,1,1,4,1,1,201001008,15
547.5648509,1,6,2,4,6,2,3,1,6,7,2,6,3,2,1,1,1,1,1,1,3,1,2,3,1,2,3,4,2,2,4,4,3,3,3,3,3,2,4,3,1,5,1,1,3,4,4,3,4,4,6,3,2,3,2,3,2,2,2,3,2,1,1,4,1,1,201001008,15
547.5648509,2,1,1,1,1,1,1,2,1,1,1,1,1,2,1,1,1,3,2,2,2,2,2,2,2,2,2,4,4,1,1,1,1,1,1,1,2,3,4,4,1,3,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,3,4,2,1,1,6,1,1,201001008,15
547.5648509,2,1,1,1,1,1,1,2,1,1,1,1,1,2,1,1,1,3,2,2,2,2,2,2,2,2,2,4,4,1,1,1,1,1,1,1,2,3,4,4,1,3,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,3,4,2,1,1,6,1,1,201001008,15
547.5648509,2,1,1,1,1,1,1,2,1,1,1,1,1,2,1,1,1,3,2,2,2,2,2,2,2,2,2,4,4,1,1,1,1,1,1,1,2,3,4,4,1,3,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,3,4,2,1,1,6,1,1,201001008,15
547.5648509,2,1,1,1,1,1,1,2,1,1,1,1,1,2,1,1,1,3,2,2,2,2,2,2,2,2,2,4,4,1,1,1,1,1,1,1,2,3,4,4,1,3,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,3,4,2,1,1,6,1,1,201001008,15
547.5648509,2,1,1,1,1,1,1,2,1,1,1,1,1,2,1,1,1,3,2,2,2,2,2,2,2,2,2,4,4,1,1,1,1,1,1,1,2,3,4,4,1,3,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,3,4,2,1,1,6,1,1,201001008,15
547.5648509,2,1,1,1,1,1,1,2,1,1,1,1,1,2,1,1,1,3,2,2,2,2,2,2,2,2,2,4,4,1,1,1,1,1,1,1,2,3,4,4,1,3,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,3,4,2,1,1,6,1,1,201001008,15
547.5648509,2,1,1,1,1,1,1,2,1,1,1,1,1,2,1,1,1,3,2,2,2,2,2,2,2,2,2,4,4,1,1,1,1,1,1,1,2,3,4,4,1,3,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,3,4,2,1,1,6,1,1,201001008,15
248.1053867,1,6,6,5,4,2,2,2,3,1,,1,2,1,4,2,3,5,1,1,2,1,1,1,1,1,1,4,4,3,2,4,4,4,4,1,4,4,1,2,4,3,1,1,3,4,4,3,3,3,6,,1,1,2,2,1,1,1,2,1,1,1,7,,3,201001008,16
